Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,12/22/19,303
THE LAST KIDS ON EARTH,Max Brallier.,Viking,Penguin Random House,9.78E+12,Series Books,12/22/19,27
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,12/22/19,68
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,12/22/19,520
THE TRIALS OF APOLLO,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,12/22/19,21
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,12/22/19,199
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,Penguin Random House,9.78E+12,Series Books,12/22/19,89
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,12/22/19,1
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,12/22/19,92
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,12/22/19,98
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,12/22/19,145
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,12/22/19,53
THE FOUNTAINS OF SILENCE,Ruta Sepetys,Philomel,Penguin Random House,9.78E+12,Young Adult Hardcover,12/22/19,10
DEAR EVAN HANSEN: THE NOVEL,"Val Emmich with Steven Levenson, Benj Pasek & Justin Paul",Poppy,Poppy,9.78E+12,Young Adult Hardcover,12/22/19,38
THE SECRET COMMONWEALTH,Philip Pullman,Knopf,Penguin Random House,9.78E+12,Young Adult Hardcover,12/22/19,9
THE BEAUTIFUL,Ren√©e Ahdieh,Putnam,Penguin Random House,9.78E+12,Young Adult Hardcover,12/22/19,9
STARSIGHT,Brandon Sanderson,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,12/22/19,2
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,69
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,12
THE LAST WISH,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Combined Print and E-Book Fiction,1/19/20,2
THE WIVES,Tarryn Fisher,Graydon House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,1,
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,1
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,1/19/20,16
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,1/19/20,15
DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,4
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,12
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,1/19/20,7
CRISS CROSS,James Patterson,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,1/19/20,6
BLOOD OF ELVES,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Combined Print and E-Book Fiction,1/19/20,2
BLUE MOON,Lee Child,Delacorte,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,10
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,1/19/20,62
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,1/19/20,52
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,98
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,17
CATCH AND KILL,Ronan Farrow,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,7
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,57
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,19
WHY WE SLEEP,Matthew Walker,Scribner,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,1
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,7
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,21
MIDNIGHT IN CHERNOBYL,Adam Higginbotham,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,3
THE PIONEERS,David McCullough,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,20
ME,Elton John,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,12
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,5
THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,15
THE BODY,Bill Bryson,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,12
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,1/19/20,88
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,70
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,12
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,1
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,1/19/20,31
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Hardcover Fiction,1/19/20,15
CRISS CROSS,James Patterson,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,1/19/20,6
THE INSTITUTE,Stephen King,Scribner,Simon & Schuster,9.78E+12,Hardcover Fiction,1/19/20,17
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,13
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,1/19/20,7
BLUE MOON,Lee Child,Delacorte,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,10
THE WATER DANCER,Ta-Nehisi Coates,One World,One World Publications,9.78E+12,Hardcover Fiction,1/19/20,14
THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,16
"OLIVE, AGAIN",Elizabeth Strout,Random House,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,12
THE STARLESS SEA,Erin Morgenstern,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,9
TWISTED TWENTY-SIX,Janet Evanovich,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,1/19/20,8
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,98
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,1/19/20,17
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,56
ME,Elton John,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,1/19/20,12
THE BODY,Bill Bryson,Doubleday,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,12
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,7
SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,Sentinel,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,9
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,1/19/20,17
CATCH AND KILL,Ronan Farrow,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,1/19/20,7
HOW TO DO NOTHING,Jenny Odell,Melville House,9.78E+12,Hardcover Nonfiction,1/19/20,1,
FINDING CHIKA,Mitch Albom,Harper,HarperCollins,9.78E+12,Hardcover Nonfiction,1/19/20,9
THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,1/19/20,12
A WARNING,Anonymous,Twelve,Hachette Book,9.78E+12,Hardcover Nonfiction,1/19/20,7
THE YELLOW HOUSE,Sarah M Broom,Grove,Grove,9.78E+12,Hardcover Nonfiction,1/19/20,2
BLOWOUT,Rachel Maddow,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,1/19/20,14
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,1/19/20,70
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,33
THE OVERSTORY,Richard Powers,Norton,Norton,9.78E+12,Trade Fiction Paperback,1/19/20,39
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,35
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,1/19/20,37
THE WIVES,Tarryn Fisher,Graydon House,9.78E+12,Trade Fiction Paperback,1/19/20,1,
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,74
THE GREAT ALONE,Kristin Hannah,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,1/19/20,15
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,1/19/20,28
THE HANDMAID'S TALE,Margaret Atwood,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,118
A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,37
MILK AND HONEY,Rupi Kaur,Andrews McMeel,Andrews McMeel,9.78E+12,Trade Fiction Paperback,1/19/20,163
NINE PERFECT STRANGERS,Liane Moriarty,Flatiron,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,1/19/20,12
THERE THERE,Tommy Orange,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,1/19/20,17
UNSHELTERED,Barbara Kingsolver,Harper Perennial,HarperCollins,9.78E+12,Trade Fiction Paperback,1/19/20,8
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,1/19/20,186
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,1/19/20,63
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,1/19/20,86
WHY WE SLEEP,Matthew Walker,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,1/19/20,37
NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Greta Thunberg,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,1/19/20,8
HOW TO CHANGE YOUR MIND,Michael Pollan,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,1/19/20,18
I HEARD YOU PAINT HOUSES,Charles Brandt,Steerforth,Steerforth Press,9.78E+12,Paperback Nonfiction,1/19/20,10
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,1/19/20,47
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,1/19/20,74
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78E+12,Paperback Nonfiction,1/19/20,307
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Paperback Nonfiction,1/19/20,231
THE WAR ON NORMAL PEOPLE,Andrew Yang,Hachette,Hachette Book,9.78E+12,Paperback Nonfiction,1/19/20,2
THE FIFTH RISK,Michael Lewis,Norton,Norton,9.78E+12,Paperback Nonfiction,1/19/20,5
THE LIBRARY BOOK,Susan Orlean,Simon & Schuster,Simon & Schuster,9.78E+12,Paperback Nonfiction,1/19/20,14
EMPIRE OF THE SUMMER MOON,SC Gwynne,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,1/19/20,60
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,1/19/20,9
THE DEFINED DISH,Alex Snodgrass,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Advice How-To and Miscellaneous,1/19/20,1
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,1/19/20,9
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,1/19/20,160
TINY HABITS,BJ Fogg,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Advice How-To and Miscellaneous,1/19/20,1
"GIRL, STOP APOLOGIZING",Rachel Hollis,HarperCollins Leadership,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,1/19/20,32
THE BLUE ZONES KITCHEN,Dan Buettner,National Geographic,National Geographic Books,9.78E+12,Advice How-To and Miscellaneous,1/19/20,4
MAKE YOUR BED,William H. McRaven,Grand Central,Grand Central,9.78E+12,Advice How-To and Miscellaneous,1/19/20,83
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,1/19/20,81
7-DAY APPLE CIDER VINEGAR CLEANSE,JJ Smith,Simon & Schuster,Simon & Schuster,9.78E+12,Advice How-To and Miscellaneous,1/19/20,2
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78E+12,Picture Books,1/19/20,19
THE SERIOUS GOOSE,Jimmy Kimmel,Random House,Penguin Random House,9.78E+12,Picture Books,1/19/20,5
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,1/19/20,216
THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,Other,9.78E+12,Picture Books,1/19/20,85
"GOOD NIGHT, LITTLE BLUE TRUCK",Alice Schertle and Jill McElmurry,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Picture Books,1/19/20,12
SULWE,Lupita Nyong'o.,Simon & Schuster,Simon & Schuster,9.78E+12,Picture Books,1/19/20,7
"SOFIA VALDEZ, FUTURE PREZ",Andrea Beaty,Abrams,Abrams,9.78E+12,Picture Books,1/19/20,8
THE CRAYONS' CHRISTMAS,Drew Daywalt.,Penguin Workshop,Penguin Random House,9.78E+12,Picture Books,1/19/20,12
PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,Kimberly and James Dean,HarperCollins,HarperCollins,9.78E+12,Picture Books,1/19/20,15
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78E+12,Picture Books,1/19/20,3
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,123
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,1/19/20,564
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,563
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,59
DORK DIARIES,Rachel Ren√©e Russell,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,1/19/20,307
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,72
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,203
THRONE OF GLASS,Sarah J. Maas,Bloomsbury,Bloomsbury Publishing,9.78E+12,Series Books,1/19/20,28
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,1/19/20,46
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,Scholastic,9.78E+12,Series Books,1/19/20,29
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,1/19/20,5
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,1/19/20,96
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,1/19/20,149
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,1/19/20,57
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,1/19/20,102
THE FOUNTAINS OF SILENCE,Ruta Sepetys,Philomel,Penguin Random House,9.78E+12,Young Adult Hardcover,1/19/20,14
WAYWARD SON,Rainbow Rowell,Wednesday,Macmillan Publishers,9.78E+12,Young Adult Hardcover,1/19/20,14
ON THE COME UP,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,1/19/20,35
DEAR EVAN HANSEN: THE NOVEL,"Val Emmich with Steven Levenson, Benj Pasek & Justin Paul",Poppy,Poppy,9.78E+12,Young Adult Hardcover,1/19/20,41
THE BEAUTIFUL,Ren√©e Ahdieh,Putnam,Penguin Random House,9.78E+12,Young Adult Hardcover,1/19/20,10
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,2/16/20,2
VENDETTA ROAD,Christine Feehan,Berkley,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,1
WHEN YOU SEE ME,Lisa Gardner,Dutton,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,73
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,2/16/20,8
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,2/16/20,20
THE LAST WISH,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Combined Print and E-Book Fiction,2/16/20,6
LOST,James Patterson and James O. Born,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,2/16/20,3
DEAR EDWARD,Ann Napolitano,Dial,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,4
INSATIABLE,Helen Hardt,Waterhouse,,9.78E+12,Combined Print and E-Book Fiction,2/16/20,1
HUNTING FOR A HIGHLANDER,Lynsay Sands,Avon,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,2/16/20,1
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,2/16/20,19
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,16
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,51
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,2/16/20,5
PROFILES IN CORRUPTION,Peter Schweizer,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,2
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,2
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,4
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,102
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,23
WHY WE'RE POLARIZED,Ezra Klein,Avid Reader,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,1
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,21
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,61
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,25
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,1
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,9
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,92
BAD BLOOD,John Carreyrou,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,40
THE BODY,Bill Bryson,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,15
CATCH AND KILL,Ronan Farrow,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,2/16/20,11
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,2/16/20,2
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,74
WHEN YOU SEE ME,Lisa Gardner,Dutton,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,1
LOST,James Patterson and James O. Born,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,2/16/20,3
DEAR EDWARD,Ann Napolitano,Dial,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,4
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,2/16/20,35
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,5
THE DUTCH HOUSE,Ann Patchett,Harper,HarperCollins,9.78E+12,Hardcover Fiction,2/16/20,19
A LONG PETAL OF THE SEA,Isabel Allende,Ballantine,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,2
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,16
LONG BRIGHT RIVER,Liz Moore,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,4
THE GIVER OF STARS,Jojo Moyes,Pamela Dorman/Viking,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,17
THE INSTITUTE,Stephen King,Scribner,Simon & Schuster,9.78E+12,Hardcover Fiction,2/16/20,21
MORAL COMPASS,Danielle Steel,Delacorte,Penguin Random House,9.78E+12,Hardcover Fiction,2/16/20,4
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,2/16/20,11
PROFILES IN CORRUPTION,Peter Schweizer,Harper,HarperCollins,9.78E+12,Hardcover Nonfiction,2/16/20,2
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,2
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,102
THE MAMBA MENTALITY,Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",Macmillan Publishers,9.78E+12,Hardcover Nonfiction,2/16/20,7
WHY WE'RE POLARIZED,Ezra Klein,Avid Reader,Simon & Schuster,9.78E+12,Hardcover Nonfiction,2/16/20,1
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,60
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,2/16/20,21
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78E+12,Hardcover Nonfiction,2/16/20,1
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,2/16/20,21
THE BODY,Bill Bryson,Doubleday,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,16
TIGHTROPE,Nicholas D Kristof and Sheryl WuDunn,Knopf,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,3
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,2/16/20,9
ARGUING WITH ZOMBIES,Paul Krugman,Norton,Norton,9.78E+12,Hardcover Nonfiction,2/16/20,1
CATCH AND KILL,Ronan Farrow,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,2/16/20,11
SAY NOTHING,Patrick Radden Keefe,Doubleday,Penguin Random House,9.78E+12,Hardcover Nonfiction,2/16/20,10
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,2/16/20,39
ONE GOOD DEED,David Baldacci,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,2/16/20,2
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,2/16/20,74
THE OUTSIDER,Stephen King,Gallery,Simon & Schuster,9.78E+12,Trade Fiction Paperback,2/16/20,11
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,2/16/20,37
THE OVERSTORY,Richard Powers,Norton,Norton,9.78E+12,Trade Fiction Paperback,2/16/20,43
THE LAST WISH,Andrzej Sapkowski,Orbit,Hachette Book,9.78E+12,Trade Fiction Paperback,2/16/20,3
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,2/16/20,41
