Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,Simon & Schuster,9.78E+12,Young Adult Hardcover,8/30/20,24
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,8/30/20,82
THE BETROTHED,Kiera Cass,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,8/30/20,15
CLAP WHEN YOU LAND,Elizabeth Acevedo,Quill Tree,HarperCollins,9.78E+12,Young Adult Hardcover,8/30/20,15
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,8/30/20,25
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,8/30/20,122
SHADOWS IN DEATH,J.D. Robb,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,9/27/20,1
ANXIOUS PEOPLE,Fredrik Backman,Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,9/27/20,1
ONE BY ONE,Ruth Ware,Gallery/Scout,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,9/27/20,1
ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,9/27/20,2
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,9/27/20,15
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,9/27/20,105
THE DARKEST EVENING,Ann Cleeves,Minotaur,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,9/27/20,1
THE HARBINGER II,Jonathan Cahn,FrontLine,,9.78E+12,Combined Print and E-Book Fiction,9/27/20,2
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,9/27/20,15
SQUEEZE ME,Carl Hiaasen,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,9/27/20,3
THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,Europa Editions,9.78E+12,Combined Print and E-Book Fiction,9/27/20,2
THICK AS THIEVES,Sandra Brown,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,9/27/20,3
TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,9/27/20,2
SUCH A FUN AGE,Kiley Reid,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,9/27/20,10
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,9/27/20,34
DISLOYAL,Michael Cohen,Skyhorse,Skyhorse Publishing,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
COMPROMISED,Peter Strzok,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,6
EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,6
MELANIA AND ME,Stephanie Winston Wolkoff,Gallery,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,2
SPEAKING FOR MYSELF,Sarah Huckabee Sanders,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,27
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,9
HOAX,Brian Stelter,One Signal/Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,3
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,20
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,25
EAT A PEACH,David Chang and Gabe Ulla,Clarkson Potter,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,1
DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,9/27/20,2
ANXIOUS PEOPLE,Fredrik Backman,Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,9/27/20,1
SHADOWS IN DEATH,J.D. Robb,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,9/27/20,1
ONE BY ONE,Ruth Ware,Gallery/Scout,Simon & Schuster,9.78E+12,Hardcover Fiction,9/27/20,1
ALL THE DEVILS ARE HERE,Louise Penny,Minotaur,Simon & Schuster,9.78E+12,Hardcover Fiction,9/27/20,2
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,9/27/20,15
TRANSCENDENT KINGDOM,Yaa Gyasi,Knopf,Penguin Random House,9.78E+12,Hardcover Fiction,9/27/20,2
THE HARBINGER II,Jonathan Cahn,FrontLine,,9.78E+12,Hardcover Fiction,9/27/20,2
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,9/27/20,106
THE LYING LIFE OF ADULTS,Elena Ferrante,Europa Editions,Europa Editions,9.78E+12,Hardcover Fiction,9/27/20,2
SQUEEZE ME,Carl Hiaasen,Knopf,Penguin Random House,9.78E+12,Hardcover Fiction,9/27/20,3
THICK AS THIEVES,Sandra Brown,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,9/27/20,3
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,9/27/20,15
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,9/27/20,34
THE DARKEST EVENING,Ann Cleeves,Minotaur,Simon & Schuster,9.78E+12,Hardcover Fiction,9/27/20,1
ROYAL,Danielle Steel,Delacorte,Penguin Random House,9.78E+12,Hardcover Fiction,9/27/20,4
DISLOYAL,Michael Cohen,Skyhorse,Skyhorse Publishing,9.78E+12,Hardcover Nonfiction,9/27/20,1
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,9/27/20,1
EVERYTHING BEAUTIFUL IN ITS TIME,Jenna Bush Hager,Morrow,HarperCollins,9.78E+12,Hardcover Nonfiction,9/27/20,1
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,Simon & Schuster,9.78E+12,Hardcover Nonfiction,9/27/20,6
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,9/27/20,6
COMPROMISED,Peter Strzok,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,9/27/20,1
MELANIA AND ME,Stephanie Winston Wolkoff,Gallery,Simon & Schuster,9.78E+12,Hardcover Nonfiction,9/27/20,2
SPEAKING FOR MYSELF,Sarah Huckabee Sanders,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,9/27/20,1
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Hardcover Nonfiction,9/27/20,27
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,9/27/20,9
HOAX,Brian Stelter,One Signal/Atria,Simon & Schuster,9.78E+12,Hardcover Nonfiction,9/27/20,3
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,9/27/20,28
EAT A PEACH,David Chang and Gabe Ulla,Clarkson Potter,Penguin Random House,9.78E+12,Hardcover Nonfiction,9/27/20,1
DONALD TRUMP V. THE UNITED STATES,Michael S Schmidt,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,9/27/20,2
HIS TRUTH IS MARCHING ON,Jon Meacham,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,9/27/20,3
THE INSTITUTE,Stephen King,Gallery,Simon & Schuster,9.78E+12,Trade Fiction Paperback,9/27/20,2
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,9/27/20,61
I'M THINKING OF ENDING THINGS,Iain Reid,Gallery/Scout,Simon & Schuster,9.78E+12,Trade Fiction Paperback,9/27/20,1
CILKA'S JOURNEY,Heather Morris,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,9/27/20,1
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,9/27/20,71
THE TESTAMENTS,Margaret Atwood,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,9/27/20,2
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,9/27/20,5
THE NIGHTINGALE,Kristin Hannah,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,9/27/20,56
THE SONG OF ACHILLES,Madeline Miller,Ecco,HarperCollins,9.78E+12,Trade Fiction Paperback,9/27/20,4
HOMEGOING,Yaa Gyasi,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,9/27/20,6
"HEAVEN, MY HOME",Attica Locke,Mulholland,,9.78E+12,Trade Fiction Paperback,9/27/20,2
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,Simon & Schuster,9.78E+12,Trade Fiction Paperback,9/27/20,81
LOVECRAFT COUNTRY,Matt Ruff,Harper Perennial,HarperCollins,9.78E+12,Trade Fiction Paperback,9/27/20,4
THE NICKEL BOYS,Colson Whitehead,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,9/27/20,11
THE THREE-BODY PROBLEM,Cixin Liu,Tor,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,9/27/20,1
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,9/27/20,106
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78E+12,Paperback Nonfiction,9/27/20,17
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,9/27/20,99
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,9/27/20,37
BORN A CRIME,Trevor Noah,One World,One World Publications,9.78E+12,Paperback Nonfiction,9/27/20,83
JUST MERCY,Bryan Stevenson,One World,One World Publications,9.78E+12,Paperback Nonfiction,9/27/20,222
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78E+12,Paperback Nonfiction,9/27/20,20
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78E+12,Paperback Nonfiction,9/27/20,17
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78E+12,Paperback Nonfiction,9/27/20,203
OUR MALADY,Timothy Snyder,Crown,Penguin Random House,9.78E+12,Paperback Nonfiction,9/27/20,1
ON TYRANNY,Timothy Snyder,Tim Duggan,Macmillan Publishers,9.78E+12,Paperback Nonfiction,9/27/20,73
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,Basic,Perseus Books,9.78E+12,Paperback Nonfiction,9/27/20,11
A WOMAN OF NO IMPORTANCE,Sonia Purnell,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,9/27/20,11
MY GRANDMOTHER'S HANDS,Resmaa Menakem,Central Recovery,Central Recovery Press,9.78E+12,Paperback Nonfiction,9/27/20,7
KNOW MY NAME,Chanel Miller,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,9/27/20,1
THINK LIKE A MONK,Jay Shetty,Simon & Schuster,Simon & Schuster,9.78E+12,Advice How-To and Miscellaneous,9/27/20,1
THE GIFTS OF IMPERFECTION,Bren√© Brown,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,9/27/20,78
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,9/27/20,45
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,9/27/20,44
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,9/27/20,324
"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,9/27/20,23
THE HOME EDIT,Clea Shearer and Joanna Teplin,Clarkson Potter,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,9/27/20,2
HOW TO LEAD,David M Rubenstein,Simon & Schuster,Simon & Schuster,9.78E+12,Advice How-To and Miscellaneous,9/27/20,2
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,9/27/20,30
CAN'T HURT ME,David Goggins,Lioncrest,Lioncrest Publishing,9.78E+12,Advice How-To and Miscellaneous,9/27/20,14
I PROMISE,LeBron James,HarperCollins,HarperCollins,9.78E+12,Picture Books,9/27/20,5
WILD SYMPHONY,Dan Brown,Rodale Kids,Penguin Random House,9.78E+12,Picture Books,9/27/20,2
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,Penguin Random House,9.78E+12,Picture Books,9/27/20,27
CREEPY PAIR OF UNDERWEAR,Aaron Reynolds.,Simon & Schuster,Simon & Schuster,9.78E+12,Picture Books,9/27/20,11
THE PIGEON HAS TO GO TO SCHOOL!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78E+12,Picture Books,9/27/20,29
I AM ENOUGH,Grace ers.,Balzer + Bray,HarperCollins,9.78E+12,Picture Books,9/27/20,21
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,Penguin Random House,9.78E+12,Picture Books,9/27/20,15
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,9/27/20,248
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78E+12,Picture Books,9/27/20,19
I AM EVERY GOOD THING,Derrick Barnes,Nancy Paulsen,Penguin Random House,9.78E+12,Picture Books,9/27/20,2
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,159
THE TWILIGHT SAGA,Stephenie Meyer,"Little, Brown",Hachette Book,9.78E+12,Series Books,9/27/20,232
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,40
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,599
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,9/27/20,600
THE HUNGER GAMES,Suzanne Collins,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,247
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,95
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,239
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,9/27/20,548
I SURVIVED,Lauren Tarshis,Scholastic,Scholastic,9.78E+12,Series Books,9/27/20,59
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",Hachette Book,9.78E+12,Young Adult Hardcover,9/27/20,25
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,9/27/20,185
PUNCHING THE AIR,Ibi Zoboi and Yusef Salaam,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,9/27/20,2
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,9/27/20,138
AMERICAN ROYALS II: MAJESTY,Katharine McGee,Random House,Penguin Random House,9.78E+12,Young Adult Hardcover,9/27/20,2
THE LOST BOOK OF THE WHITE,Cassandra Clare and Wesley Chu,Margaret K. McElderry,Simon & Schuster,9.78E+12,Young Adult Hardcover,9/27/20,2
BLOOD & HONEY,Shel Mahurin,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,9/27/20,2
THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",Hachette Book,9.78E+12,Young Adult Hardcover,9/27/20,2
THE BLACK KIDS,Christina Hammonds Reed,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,9/27/20,1
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,Simon & Schuster,9.78E+12,Young Adult Hardcover,9/27/20,27
TROUBLES IN PARADISE,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,10/25/20,1
THE SEARCHER,Tana French,Viking,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,10/25/20,1
THE RETURN,Nicholas Sparks,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,10/25/20,2
LEAVE THE WORLD BEHIND,Rumaan Alam,Ecco,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,10/25/20,1
THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Tor/Forge,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,10/25/20,1
THE EVENING AND THE MORNING,Ken Follett,Viking,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,10/25/20,4
MAGIC LESSONS,Alice Hoffman,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,10/25/20,1
ANXIOUS PEOPLE,Fredrik Backman,Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,10/25/20,5
THE BOOK OF TWO WAYS,Jodi Picoult,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,10/25/20,3
WALK THE WIRE,David Baldacci,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,10/25/20,10
THE COAST-TO-COAST MURDERS,James Patterson and J.D. Barker,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,10/25/20,3
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,10/25/20,19
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,10/25/20,18
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,10/25/20,108
VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,10/25/20,4
HUMANS,Brandon Stanton,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
IS THIS ANYTHING?,Jerry Seinfeld,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
THE 99% INVISIBLE CITY,Roman Mars and Kurt Kohlstedt,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
RAGE,Bob Woodward,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,4
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,10
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,5
BLACKOUT,Candace Owens,Threshold Editions,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,4
UNDAUNTED,John O Brennan,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,Andy Cohen/Holt,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,2,
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,31
ONE VOTE AWAY,Ted Cruz,Regnery,Regnery Publishing,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,2
TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,Norton,Norton,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
TRUST,Pete Buttigieg,Liveright,Norton,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,29
LET LOVE RULE,Lenny Kravitz with David Ritz,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,10/25/20,1
THE RETURN,Nicholas Sparks,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,10/25/20,2
TROUBLES IN PARADISE,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,10/25/20,1
LEAVE THE WORLD BEHIND,Rumaan Alam,Ecco,HarperCollins,9.78E+12,Hardcover Fiction,10/25/20,1
THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Tor/Forge,Macmillan Publishers,9.78E+12,Hardcover Fiction,10/25/20,1
THE SEARCHER,Tana French,Viking,Penguin Random House,9.78E+12,Hardcover Fiction,10/25/20,1
MAGIC LESSONS,Alice Hoffman,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Fiction,10/25/20,1
THE EVENING AND THE MORNING,Ken Follett,Viking,Penguin Random House,9.78E+12,Hardcover Fiction,10/25/20,4
THE BOOK OF TWO WAYS,Jodi Picoult,Ballantine,Penguin Random House,9.78E+12,Hardcover Fiction,10/25/20,3
ANXIOUS PEOPLE,Fredrik Backman,Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,10/25/20,5
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,10/25/20,19
THE COAST-TO-COAST MURDERS,James Patterson and J.D. Barker,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,10/25/20,3
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,10/25/20,110
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,10/25/20,18
ONE BY ONE,Ruth Ware,Gallery/Scout,Simon & Schuster,9.78E+12,Hardcover Fiction,10/25/20,5
VINCE FLYNN: TOTAL POWER,Kyle Mills,Emily Bestler/Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,10/25/20,4
HUMANS,Brandon Stanton,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,10/25/20,1
IS THIS ANYTHING?,Jerry Seinfeld,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,10/25/20,1
THE 99% INVISIBLE CITY,Roman Mars and Kurt Kohlstedt,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,10/25/20,1
RAGE,Bob Woodward,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,10/25/20,4
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,10/25/20,10
BLACKOUT,Candace Owens,Threshold Editions,Simon & Schuster,9.78E+12,Hardcover Nonfiction,10/25/20,4
KILLING CRAZY HORSE,Bill O'Reilly and Martin Dugard,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,10/25/20,5
THE MEANING OF MARIAH CAREY,Mariah Carey with Michaela Angela Davis,Andy Cohen/Holt,9.78E+12,Hardcover Nonfiction,10/25/20,2,
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Hardcover Nonfiction,10/25/20,31
UNDAUNTED,John O Brennan,Celadon,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,10/25/20,1
TRUST,Pete Buttigieg,Liveright,Norton,9.78E+12,Hardcover Nonfiction,10/25/20,1
TEN LESSONS FOR A POST-PANDEMIC WORLD,Fareed Zakaria,Norton,Norton,9.78E+12,Hardcover Nonfiction,10/25/20,1
ONE VOTE AWAY,Ted Cruz,Regnery,Regnery Publishing,9.78E+12,Hardcover Nonfiction,10/25/20,2
LET LOVE RULE,Lenny Kravitz with David Ritz,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,10/25/20,1
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,10/25/20,32
