,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
17,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9781982185824,Combined Print and E-Book Nonfiction,2022-12-18,17
18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Combined Print and E-Book Nonfiction,2022-12-18,119
19,SURRENDER,Bono,Knopf,0525521046,9780525521044,Combined Print and E-Book Nonfiction,2022-12-18,5
20,AND THERE WAS LIGHT,Jon Meacham,Random House,0553393960,9780553393965,Combined Print and E-Book Nonfiction,2022-12-18,7
21,SO HELP ME GOD,Mike Pence,Simon & Schuster,1982190337,9781982190330,Combined Print and E-Book Nonfiction,2022-12-18,3
22,THE REVOLUTIONARY,Stacy Schiff,"Little, Brown",0316441112,9780316441117,Combined Print and E-Book Nonfiction,2022-12-18,6
23,A HEART THAT WORKS,Rob Delaney,Spiegel & Grau,1954118317,9781954118317,Combined Print and E-Book Nonfiction,2022-12-18,1
24,THE SONG OF THE CELL,Siddhartha Mukherjee,Scribner,1982117354,9781982117351,Combined Print and E-Book Nonfiction,2022-12-18,6
25,THE PHILOSOPHY OF MODERN SONG,Bob Dylan,Simon & Schuster,1451648707,9781451648706,Combined Print and E-Book Nonfiction,2022-12-18,5
26,THE COMEDIANS IN CARS GETTING COFFEE BOOK,Jerry Seinfeld,Simon & Schuster,198211276X,9781982112769,Combined Print and E-Book Nonfiction,2022-12-18,2
27,WHAT IF? 2,Randall Munroe,Riverhead,0525537112,9780525537113,Combined Print and E-Book Nonfiction,2022-12-18,6
28,CINEMA SPECULATION,Quentin Tarantino,Harper,0063112582,9780063112582,Combined Print and E-Book Nonfiction,2022-12-18,5
29,AN IMMENSE WORLD,Ed Yong,Random House,0593133234,9780593133231,Combined Print and E-Book Nonfiction,2022-12-18,7
30,A WORLD OF CURIOSITIES,Louise Penny,Minotaur,1250145295,9781250145291,Hardcover Fiction,2022-12-18,1
31,THE BOYS FROM BILOXI,John Grisham,Doubleday,0385548923,9780385548922,Hardcover Fiction,2022-12-18,7
32,FAIRY TALE,Stephen King,Scribner,1668002175,9781668002179,Hardcover Fiction,2022-12-18,13
33,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,038554734X,9780385547345,Hardcover Fiction,2022-12-18,30
34,TRIPLE CROSS,James Patterson,"Little, Brown",0316499188,9780316499187,Hardcover Fiction,2022-12-18,5
35,DEMON COPPERHEAD,Barbara Kingsolver,Harper,0063251922,9780063251922,Hardcover Fiction,2022-12-18,7
36,DREAMLAND,Nicholas Sparks,Random House,059344955X,9780593449554,Hardcover Fiction,2022-12-18,11
37,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,1984818384,9781984818386,Hardcover Fiction,2022-12-18,9
38,THE CHOICE,Nora Roberts,St. Martin's,1250272726,9781250272720,Hardcover Fiction,2022-12-18,2
39,DESERT STAR,Michael Connelly,"Little, Brown",0316485659,9780316485654,Hardcover Fiction,2022-12-18,4
40,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,0593321200,9780593321201,Hardcover Fiction,2022-12-18,10
41,GOING ROGUE,Janet Evanovich,Atria,1668003058,9781668003053,Hardcover Fiction,2022-12-18,5
42,NO PLAN B,Lee Child and Andrew Child,Delacorte,1984818546,9781984818546,Hardcover Fiction,2022-12-18,6
43,THE WHITTIERS,Danielle Steel,Delacorte,1984821830,9781984821836,Hardcover Fiction,2022-12-18,2
44,OUR MISSING HEARTS,Celeste Ng,Penguin Press,0593492544,9780593492543,Hardcover Fiction,2022-12-18,9
45,THE LIGHT WE CARRY,Michelle Obama,Crown,0593237463,9780593237465,Hardcover Nonfiction,2022-12-18,3
46,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,1250866448,9781250866448,Hardcover Nonfiction,2022-12-18,5
47,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9781982185824,Hardcover Nonfiction,2022-12-18,17
48,SURRENDER,Bono,Knopf,0525521046,9780525521044,Hardcover Nonfiction,2022-12-18,5
49,AND THERE WAS LIGHT,Jon Meacham,Random House,0553393960,9780553393965,Hardcover Nonfiction,2022-12-18,7
50,SO HELP ME GOD,Mike Pence,Simon & Schuster,1982190337,9781982190330,Hardcover Nonfiction,2022-12-18,3
51,THE REVOLUTIONARY,Stacy Schiff,"Little, Brown",0316441112,9780316441117,Hardcover Nonfiction,2022-12-18,6
52,THE SONG OF THE CELL,Siddhartha Mukherjee,Scribner,1982117354,9781982117351,Hardcover Nonfiction,2022-12-18,6
53,THE PHILOSOPHY OF MODERN SONG,Bob Dylan,Simon & Schuster,1451648707,9781451648706,Hardcover Nonfiction,2022-12-18,5
54,THE COMEDIANS IN CARS GETTING COFFEE BOOK,Jerry Seinfeld,Simon & Schuster,198211276X,9781982112769,Hardcover Nonfiction,2022-12-18,2
55,A HEART THAT WORKS,Rob Delaney,Spiegel & Grau,1954118317,9781954118317,Hardcover Nonfiction,2022-12-18,1
56,WHAT IF? 2,Randall Munroe,Riverhead,0525537112,9780525537113,Hardcover Nonfiction,2022-12-18,8
57,CINEMA SPECULATION,Quentin Tarantino,Harper,0063112582,9780063112582,Hardcover Nonfiction,2022-12-18,5
58,THE MOSQUITO BOWL,Buzz Bissinger,Harper,0062879928,9780062879929,Hardcover Nonfiction,2022-12-18,7
59,RADIO'S GREATEST OF ALL TIME,Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Threshold Editions,1668001845,9781668001844,Hardcover Nonfiction,2022-12-18,5
60,IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9781668001226,Trade Fiction Paperback,2022-12-18,7
61,IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9781501110368,Trade Fiction Paperback,2022-12-18,83
62,VERITY,Colleen Hoover,Grand Central,1538724731,9781538724736,Trade Fiction Paperback,2022-12-18,69
63,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219109,9780735219106,Trade Fiction Paperback,2022-12-18,88
64,UGLY LOVE,Colleen Hoover,Atria,1476753180,9781476753188,Trade Fiction Paperback,2022-12-18,71
65,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9781501161933,Trade Fiction Paperback,2022-12-18,91
66,NOVEMBER 9,Colleen Hoover,Atria,1501110349,9781501110344,Trade Fiction Paperback,2022-12-18,55
67,THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9781250301703,Trade Fiction Paperback,2022-12-18,68
68,MAYBE SOMEDAY,Colleen Hoover,Atria,1476753164,9781476753164,Trade Fiction Paperback,2022-12-18,20
69,CONFESS,Colleen Hoover,Atria,1476791457,9781476791456,Trade Fiction Paperback,2022-12-18,19
70,ALL YOUR PERFECTS,Colleen Hoover,Atria,1501193325,9781501193323,Trade Fiction Paperback,2022-12-18,33
71,MAYBE NOW,Colleen Hoover,Atria,1668013347,9781668013342,Trade Fiction Paperback,2022-12-18,11
72,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9781945631832,Trade Fiction Paperback,2022-12-18,9
73,THE SONG OF ACHILLES,Madeline Miller,Ecco,0062060627,9780062060624,Trade Fiction Paperback,2022-12-18,91
74,BOOK LOVERS,Emily Henry,Berkley,0593334833,9780593334836,Trade Fiction Paperback,2022-12-18,23
75,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Paperback Nonfiction,2022-12-18,215
76,BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9781571313560,Paperback Nonfiction,2022-12-18,138
77,DEVOTION,Adam Makos,Ballantine,0593722337,9780593722336,Paperback Nonfiction,2022-12-18,2
78,ALL ABOUT LOVE,bell hooks,Morrow,0060959479,9780060959470,Paperback Nonfiction,2022-12-18,52
79,ALL ABOUT ME!,Mel Brooks,Ballantine,0593159136,9780593159132,Paperback Nonfiction,2022-12-18,5
80,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2022-12-18,342
81,BECOMING,Michelle Obama,Crown,1524763144,9781524763145,Paperback Nonfiction,2022-12-18,25
82,TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,0316299227,9780316299220,Paperback Nonfiction,2022-12-18,62
83,THESE PRECIOUS DAYS,Ann Patchett,Harper Perennial,0063092794,9780063092792,Paperback Nonfiction,2022-12-18,5
84,THE PRESIDENT AND THE FREEDOM FIGHTER,Brian Kilmeade,Sentinel,052554058X,9780525540588,Paperback Nonfiction,2022-12-18,6
85,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,Morrow,0063285320,9780063285323,Paperback Nonfiction,2022-12-18,21
86,THE BOMBER MAFIA,Malcolm Gladwell,Back Bay,0316296813,9780316296816,Paperback Nonfiction,2022-12-18,23
87,THE SPLENDID AND THE VILE,Erik Larson,Crown,0385348738,9780385348737,Paperback Nonfiction,2022-12-18,17
88,EMPIRE OF PAIN,Patrick Radden Keefe,Anchor,1984899015,9781984899019,Paperback Nonfiction,2022-12-18,5
89,A CARNIVAL OF SNACKERY,David Sedaris,Back Bay,0316270180,9780316270182,Paperback Nonfiction,2022-12-18,9
90,FAITH STILL MOVES MOUNTAINS,Harris Faulkner,Broadside,006322593X,9780063225930,Advice How-To and Miscellaneous,2022-12-18,3
91,GO-TO DINNERS,Ina Garten,Clarkson Potter,1984822780,9781984822789,Advice How-To and Miscellaneous,2022-12-18,6
92,ATOMIC HABITS,James Clear,Avery,0735211299,9780735211292,Advice How-To and Miscellaneous,2022-12-18,158
93,THE SIMPLY HAPPY COOKBOOK,Steve Doocy and Kathy Doocy,Morrow,0063209233,9780063209237,Advice How-To and Miscellaneous,2022-12-18,5
94,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,0062976583,9780062976581,Advice How-To and Miscellaneous,2022-12-18,157
95,THE STORIES WE TELL,Joanna Gaines,Harper Select,1400333873,9781400333875,Advice How-To and Miscellaneous,2022-12-18,4
96,SMITTEN KITCHEN KEEPERS,Deb Perelman,Knopf,0593318781,9780593318782,Advice How-To and Miscellaneous,2022-12-18,3
97,HALF BAKED HARVEST EVERY DAY,Tieghan Gerard,Clarkson Potter,0593232550,9780593232552,Advice How-To and Miscellaneous,2022-12-18,28
98,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,0062457713,9780062457714,Advice How-To and Miscellaneous,2022-12-18,275
99,WHAT'S FOR DESSERT,Claire Saffitz,Clarkson Potter,1984826980,9781984826985,Advice How-To and Miscellaneous,2022-12-18,4
100,HOW TO CATCH AN ELF,Adam Wallace.,Sourcebooks Jabberwocky,1492646318,9781492646310,Picture Books,2022-12-18,32
101,CONSTRUCTION SITE ON CHRISTMAS NIGHT,Sherri Duskey Rinker.,Chronicle,1452139113,9781452139111,Picture Books,2022-12-18,35
102,DRAGONS LOVE TACOS,Adam Rubin.,Dial,0803736800,9780803736801,Picture Books,2022-12-18,377
103,LITTLE RED SLEIGH,Erin Guendelsberger.,Sourcebooks Wonderland,1728223555,9781728223551,Picture Books,2022-12-18,8
104,THE SOUR GRAPE,Jory John and Pete Oswald,HarperCollins,0063045419,9780063045415,Picture Books,2022-12-18,5
105,LITTLE BLUE TRUCK MAKES A FRIEND,Alice Schertle and Jill McElmurry,Clarion,0358722829,9780358722823,Picture Books,2022-12-18,10
106,HOW TO CATCH A REINDEER,Alice Walstead.,Sourcebooks Wonderland,1728276136,9781728276137,Picture Books,2022-12-18,1
107,THE PIGEON WILL RIDE THE ROLLER COASTER!,Mo Willems,Union Square Kids,1454946865,9781454946861,Picture Books,2022-12-18,13
108,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,0385376715,9780385376716,Picture Books,2022-12-18,330
109,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,Kimberly and James Dean,HarperCollins,0062675273,9780062675279,Picture Books,2022-12-18,26
110,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,141976294X,9781419762949,Series Books,2022-12-18,716
111,HARRY POTTER,J.K. Rowling,Scholastic,054579143X,9780545791434,Series Books,2022-12-18,715
112,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9781484707234,Series Books,2022-12-18,651
113,THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",0759555400,9780759555402,Series Books,2022-12-18,14
114,A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,1984896393,9781984896391,Series Books,2022-12-18,62
115,WINGS OF FIRE,Tui T. Sutherland,Scholastic,0545855721,9780545855723,Series Books,2022-12-18,192
116,MAGIC TREE HOUSE,Mary Pope Osborne.,Stepping Stone/Random House,0375813659,9780375813658,Series Books,2022-12-18,310
117,THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1416968296,9781416968290,Series Books,2022-12-18,33
118,THE LAST KIDS ON EARTH,Max Brallier.,Viking,0670016616,9780670016617,Series Books,2022-12-18,121
119,KEEPER OF THE LOST CITIES,Shannon Messenger,Aladdin,1534438521,9781534438521,Series Books,2022-12-18,10
120,FIVE SURVIVE,Holly Jackson,Delacorte,0593374169,9780593374160,Young Adult Hardcover,2022-12-18,1
121,A THOUSAND HEARTBEATS,Kiera Cass,HarperTeen,0062665782,9780062665782,Young Adult Hardcover,2022-12-18,1
122,THE FIRST TO DIE AT THE END,Adam Silvera,Quill Tree,0063240807,9780063240803,Young Adult Hardcover,2022-12-18,9
123,LONG LIVE THE PUMPKIN QUEEN,Shea Ernshaw,Disney,1368069606,9781368069601,Young Adult Hardcover,2022-12-18,18
124,LIGHTLARK,Alex Aster,Amulet,1419760866,9781419760860,Young Adult Hardcover,2022-12-18,15
125,ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9781524714680,Young Adult Hardcover,2022-12-18,253
126,BLOODMARKED,Tracy Deonn,Simon & Schuster,1534441638,9781534441637,Young Adult Hardcover,2022-12-18,4
127,FAMILY OF LIARS,E. Lockhart,Delacorte,0593485858,9780593485859,Young Adult Hardcover,2022-12-18,21
128,CURSED,Marissa Meyer,Feiwel & Friends,1250618916,9781250618917,Young Adult Hardcover,2022-12-18,4
129,FOUL LADY FORTUNE,Chloe Gong,Margaret K. McElderry,1665905581,9781665905589,Young Adult Hardcover,2022-12-18,7
