,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
20,AND THERE WAS LIGHT,Jon Meacham,Random House,0553393960,9780553393965,Combined Print and E-Book Nonfiction,2022-11-20,3
21,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Combined Print and E-Book Nonfiction,2022-11-20,115
22,THE SONG OF THE CELL,Siddhartha Mukherjee,Scribner,1982117354,9781982117351,Combined Print and E-Book Nonfiction,2022-11-20,2
23,RADIO'S GREATEST OF ALL TIME,Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Threshold Editions,1668001845,9781668001844,Combined Print and E-Book Nonfiction,2022-11-20,2
24,THE REVOLUTIONARY,Stacy Schiff,"Little, Brown",0316441112,9780316441117,Combined Print and E-Book Nonfiction,2022-11-20,2
25,JUSTICE CORRUPTED,Ted Cruz,Regnery,1684513618,9781684513611,Combined Print and E-Book Nonfiction,2022-11-20,2
26,THE EXTRAORDINARY LIFE OF AN ORDINARY MAN,Paul Newman,Knopf,0593534506,9780593534502,Combined Print and E-Book Nonfiction,2022-11-20,3
27,CONFIDENCE MAN,Maggie Haberman,Penguin Press,0593297342,9780593297346,Combined Print and E-Book Nonfiction,2022-11-20,5
28,FROM SCRATCH,Tembi Locke,Simon & Schuster,150118766X,9781501187667,Combined Print and E-Book Nonfiction,2022-11-20,2
29,KILLING THE LEGENDS,Bill O'Reilly and Martin Dugard,St. Martin's,1250283302,9781250283306,Combined Print and E-Book Nonfiction,2022-11-20,6
30,THE BOYS FROM BILOXI,John Grisham,Doubleday,0385548923,9780385548922,Hardcover Fiction,2022-11-20,3
31,GOING ROGUE,Janet Evanovich,Atria,1668003058,9781668003053,Hardcover Fiction,2022-11-20,1
32,NO PLAN B,Lee Child and Andrew Child,Delacorte,1984818546,9781984818546,Hardcover Fiction,2022-11-20,2
33,TRIPLE CROSS,James Patterson,"Little, Brown",0316499188,9780316499187,Hardcover Fiction,2022-11-20,1
34,FAIRY TALE,Stephen King,Scribner,1668002175,9781668002179,Hardcover Fiction,2022-11-20,9
35,DREAMLAND,Nicholas Sparks,Random House,059344955X,9780593449554,Hardcover Fiction,2022-11-20,7
36,DEMON COPPERHEAD,Barbara Kingsolver,Harper,0063251922,9780063251922,Hardcover Fiction,2022-11-20,3
37,LONG SHADOWS,David Baldacci,Grand Central,1538719827,9781538719824,Hardcover Fiction,2022-11-20,4
38,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,1984818384,9781984818386,Hardcover Fiction,2022-11-20,5
39,THE CLOISTERS,Katy Hays,Atria,1668004402,9781668004401,Hardcover Fiction,2022-11-20,1
40,THE PASSENGER,Cormac McCarthy,Knopf,0307268993,9780307268990,Hardcover Fiction,2022-11-20,2
41,RACING THE LIGHT,Robert Crais,Putnam,0525535721,9780525535720,Hardcover Fiction,2022-11-20,1
42,LIVID,Patricia Cornwell,Grand Central,1538725169,9781538725160,Hardcover Fiction,2022-11-20,2
43,OUR MISSING HEARTS,Celeste Ng,Penguin Press,0593492544,9780593492543,Hardcover Fiction,2022-11-20,5
44,VERITY,Colleen Hoover,Grand Central,1538739720,9781538739723,Hardcover Fiction,2022-11-20,6
45,"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,1250866448,9781250866448,Hardcover Nonfiction,2022-11-20,1
46,SURRENDER,Bono,Knopf,0525521046,9780525521044,Hardcover Nonfiction,2022-11-20,1
47,THE PHILOSOPHY OF MODERN SONG,Bob Dylan,Simon & Schuster,1451648707,9781451648706,Hardcover Nonfiction,2022-11-20,1
48,I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,1982185821,9781982185824,Hardcover Nonfiction,2022-11-20,13
49,CINEMA SPECULATION,Quentin Tarantino,Harper,0063112582,9780063112582,Hardcover Nonfiction,2022-11-20,1
50,AND THERE WAS LIGHT,Jon Meacham,Random House,0553393960,9780553393965,Hardcover Nonfiction,2022-11-20,3
51,RADIO'S GREATEST OF ALL TIME,Rush Limbaugh with Kathryn Adams Limbaugh and David Limbaugh,Threshold Editions,1668001845,9781668001844,Hardcover Nonfiction,2022-11-20,2
52,THE SONG OF THE CELL,Siddhartha Mukherjee,Scribner,1982117354,9781982117351,Hardcover Nonfiction,2022-11-20,2
53,THE REVOLUTIONARY,Stacy Schiff,"Little, Brown",0316441112,9780316441117,Hardcover Nonfiction,2022-11-20,2
54,THE MYTH OF NORMAL,Gabor Maté with Daniel Maté,Avery,0593083881,9780593083888,Hardcover Nonfiction,2022-11-20,7
55,JUSTICE CORRUPTED,Ted Cruz,Regnery,1684513618,9781684513611,Hardcover Nonfiction,2022-11-20,2
56,KILLING THE LEGENDS,Bill O'Reilly and Martin Dugard,St. Martin's,1250283302,9781250283306,Hardcover Nonfiction,2022-11-20,6
57,BIBI,Benjamin Netanyahu,Threshold Editions,1668008440,9781668008447,Hardcover Nonfiction,2022-11-20,3
58,THE EXTRAORDINARY LIFE OF AN ORDINARY MAN,Paul Newman,Knopf,0593534506,9780593534502,Hardcover Nonfiction,2022-11-20,3
59,BEYOND THE WAND,Tom Felton,Grand Central,1538741369,9781538741368,Hardcover Nonfiction,2022-11-20,3
60,IT STARTS WITH US,Colleen Hoover,Atria,1668001225,9781668001226,Trade Fiction Paperback,2022-11-20,3
61,IT ENDS WITH US,Colleen Hoover,Atria,1501110365,9781501110368,Trade Fiction Paperback,2022-11-20,79
62,VERITY,Colleen Hoover,Grand Central,1538724731,9781538724736,Trade Fiction Paperback,2022-11-20,65
63,UGLY LOVE,Colleen Hoover,Atria,1476753180,9781476753188,Trade Fiction Paperback,2022-11-20,67
64,WHERE THE CRAWDADS SING,Delia Owens,Putnam,0735219109,9780735219106,Trade Fiction Paperback,2022-11-20,84
65,NOVEMBER 9,Colleen Hoover,Atria,1501110349,9781501110344,Trade Fiction Paperback,2022-11-20,51
66,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,1501161938,9781501161933,Trade Fiction Paperback,2022-11-20,87
67,FIRE AND BLOOD,George R.R. Martin,Bantam,0593598008,9780593598009,Trade Fiction Paperback,2022-11-20,8
68,MAYBE SOMEDAY,Colleen Hoover,Atria,1476753164,9781476753164,Trade Fiction Paperback,2022-11-20,16
69,MAYBE NOW,Colleen Hoover,Atria,1668013347,9781668013342,Trade Fiction Paperback,2022-11-20,7
70,"THE SCUM VILLAIN'S SELF-SAVING SYSTEM: REN ZHA FANPAI ZIJIU XITONG, VOL. 4",Mo Xiang Tong Xiu,Seven Seas Entertainment,1685797180,9781685797188,Trade Fiction Paperback,2022-11-20,1
71,CONFESS,Colleen Hoover,Atria,1476791457,9781476791456,Trade Fiction Paperback,2022-11-20,15
72,THE SILENT PATIENT,Alex Michaelides,Celadon,125030170X,9781250301703,Trade Fiction Paperback,2022-11-20,64
73,ALL YOUR PERFECTS,Colleen Hoover,Atria,1501193325,9781501193323,Trade Fiction Paperback,2022-11-20,29
74,THINGS WE NEVER GOT OVER,Lucy Score,Bloom,194563183X,9781945631832,Trade Fiction Paperback,2022-11-20,5
75,THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,0143127748,9780143127741,Paperback Nonfiction,2022-11-20,211
76,BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,1571313567,9781571313560,Paperback Nonfiction,2022-11-20,134
77,ALL ABOUT LOVE,bell hooks,Morrow,0060959479,9780060959470,Paperback Nonfiction,2022-11-20,48
78,FROM SCRATCH,Tembi Locke,Simon & Schuster,150118766X,9781501187667,Paperback Nonfiction,2022-11-20,2
79,SAPIENS,Yuval Noah Harari,Harper Perennial,0062316117,9780062316110,Paperback Nonfiction,2022-11-20,189
80,"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",0374533555,9780374533557,Paperback Nonfiction,2022-11-20,340
81,ALL ABOUT ME!,Mel Brooks,Ballantine,0593159136,9780593159132,Paperback Nonfiction,2022-11-20,1
82,EJACULATE RESPONSIBLY,Gabrielle Blair,Workman,1523523182,9781523523184,Paperback Nonfiction,2022-11-20,3
83,WHITE WOMEN,Regina Jackson and Saira Rao,Penguin,0143136437,9780143136439,Paperback Nonfiction,2022-11-20,1
84,HOW Y'ALL DOING?,Leslie Jordan,Morrow,0063076209,9780063076204,Paperback Nonfiction,2022-11-20,2
85,THE PRESIDENT AND THE FREEDOM FIGHTER,Brian Kilmeade,Sentinel,052554058X,9780525540588,Paperback Nonfiction,2022-11-20,2
86,TALKING TO STRANGERS,Malcolm Gladwell,Back Bay,0316299227,9780316299220,Paperback Nonfiction,2022-11-20,58
87,THESE PRECIOUS DAYS,Ann Patchett,Harper Perennial,0063092794,9780063092792,Paperback Nonfiction,2022-11-20,1
88,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,Morrow,0063285320,9780063285323,Paperback Nonfiction,2022-11-20,17
89,A CARNIVAL OF SNACKERY,David Sedaris,Back Bay,0316270180,9780316270182,Paperback Nonfiction,2022-11-20,5
90,GO-TO DINNERS,Ina Garten,Clarkson Potter,1984822780,9781984822789,Advice How-To and Miscellaneous,2022-11-20,2
91,ATOMIC HABITS,James Clear,Avery,0735211299,9780735211292,Advice How-To and Miscellaneous,2022-11-20,154
92,THE WOKS OF LIFE,"Bill, Judy, Sarah and Kaitlin Leung",Clarkson Potter,0593233891,9780593233894,Advice How-To and Miscellaneous,2022-11-20,1
93,"THE RISE OF THE DRAGON: AN ILLUSTRATED HISTORY OF THE TARGARYEN DYNASTY, VOL. ONE","George R.R. Martin, Elio M. García Jr. and Linda Antonsson",Ten Speed,1984859250,9781984859259,Advice How-To and Miscellaneous,2022-11-20,2
94,"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,0062976583,9780062976581,Advice How-To and Miscellaneous,2022-11-20,153
95,ALL ABOUT COOKIES,Christina Tosi with Shannon Salzano,Clarkson Potter,059323197X,9780593231975,Advice How-To and Miscellaneous,2022-11-20,1
96,THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,0062457713,9780062457714,Advice How-To and Miscellaneous,2022-11-20,272
97,LIGHTER,Yung Pueblo,Harmony,0593233174,9780593233177,Advice How-To and Miscellaneous,2022-11-20,5
98,ATLAS OF THE HEART,Brené Brown,Random House,0399592555,9780399592553,Advice How-To and Miscellaneous,2022-11-20,45
99,HALF BAKED HARVEST EVERY DAY,Tieghan Gerard,Clarkson Potter,0593232550,9780593232552,Advice How-To and Miscellaneous,2022-11-20,25
100,THE SOUR GRAPE,Jory John and Pete Oswald,HarperCollins,0063045419,9780063045415,Picture Books,2022-11-20,1
101,HOW TO CATCH A TURKEY,Adam Wallace.,Sourcebooks Jabberwocky,1492664359,9781492664352,Picture Books,2022-11-20,13
102,I'M SO GLAD YOU WERE BORN,Ainsley Earhardt.,Zonderkidz,031077702X,9780310777021,Picture Books,2022-11-20,6
103,LITTLE BLUE TRUCK MAKES A FRIEND,Alice Schertle and Jill McElmurry,Clarion,0358722829,9780358722823,Picture Books,2022-11-20,6
104,AN ELEPHANT AND PIGGIE BIGGIE!,Mo Willems,Hyperion/Disney,1484799674,9781484799673,Picture Books,2022-11-20,23
105,DRAGONS LOVE TACOS,Adam Rubin.,Dial,0803736800,9780803736801,Picture Books,2022-11-20,373
106,THE PIGEON WILL RIDE THE ROLLER COASTER!,Mo Willems,Union Square Kids,1454946865,9781454946861,Picture Books,2022-11-20,9
107,THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,0385376715,9780385376716,Picture Books,2022-11-20,327
108,THE LEAF THIEF,Alice Hemming.,Sourcebooks Jabberwocky,1728235200,9781728235202,Picture Books,2022-11-20,6
109,CREEPY CRAYON!,Aaron Reynolds.,Simon & Schuster,153446588X,9781534465886,Picture Books,2022-11-20,11
110,DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,141976294X,9781419762949,Series Books,2022-11-20,712
111,HARRY POTTER,J.K. Rowling,Scholastic,054579143X,9780545791434,Series Books,2022-11-20,711
112,A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,1984896393,9781984896391,Series Books,2022-11-20,58
113,THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,Simon & Schuster,1442498323,9781442498327,Series Books,2022-11-20,29
114,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1484707230,9781484707234,Series Books,2022-11-20,647
115,WINGS OF FIRE,Tui T. Sutherland,Scholastic,None,9781338216264,Series Books,2022-11-20,188
116,THE INHERITANCE GAMES,Jennifer Lynn Barnes,"Little, Brown",0759555400,9780759555402,Series Books,2022-11-20,10
117,THE SCHOOL FOR GOOD AND EVIL,Soman Chainani,HarperCollins,006210490X,9780062104908,Series Books,2022-11-20,12
118,THE LAST KIDS ON EARTH,Max Brallier.,Viking,0593405234,9780593405239,Series Books,2022-11-20,118
119,A TWISTED TALE,Liz Braswell,Disney-Hyperion,1368077560,9781368077569,Series Books,2022-11-20,19
120,LONG LIVE THE PUMPKIN QUEEN,Shea Ernshaw,Disney,1368069606,9781368069601,Young Adult Hardcover,2022-11-20,14
121,THE FIRST TO DIE AT THE END,Adam Silvera,Quill Tree,0063240807,9780063240803,Young Adult Hardcover,2022-11-20,5
122,THE LUMINARIES,Susan Dennard,Tor Teen,None,9781250896155,Young Adult Hardcover,2022-11-20,1
123,ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9781524714680,Young Adult Hardcover,2022-11-20,249
124,THE ONES WE BURN,Rebecca Mix,Margaret K. McElderry,1534493514,9781534493513,Young Adult Hardcover,2022-11-20,1
125,THE BALLAD OF NEVER AFTER,Stephanie Garber,Flatiron,1250268427,9781250268426,Young Adult Hardcover,2022-11-20,8
126,LIGHTLARK,Alex Aster,Amulet,1419760866,9781419760860,Young Adult Hardcover,2022-11-20,11
127,I WAS BORN FOR THIS,Alice Oseman,Scholastic,1338830937,9781338830934,Young Adult Hardcover,2022-11-20,3
128,NOTHING MORE TO TELL,Karen M. McManus,Delacorte,0593175905,9780593175903,Young Adult Hardcover,2022-11-20,10
129,LOVELESS,Alice Oseman,Scholastic,133875193X,9781338751932,Young Adult Hardcover,2022-11-20,26
