Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
SAPIENS,Yuval Noah Harari,Harper Perennial,62316117,9.78006E+12,Paperback Nonfiction,9/30/2018,18
GRIT,Angela Duckworth,Scribner,1501111116,9.7815E+12,Paperback Nonfiction,9/30/2018,4
HILLBILLY ELEGY,J.D. Vance,Harper,62300555,9.78006E+12,Paperback Nonfiction,9/30/2018,20
KILLERS OF THE FLOWER MOON,David Grann,Vintage,307742482,9.78031E+12,Paperback Nonfiction,9/30/2018,24
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,807047414,9.78081E+12,Paperback Nonfiction,9/30/2018,10
KITCHEN CONFIDENTIAL,Anthony Bourdain,Ecco,60899220,9.78006E+12,Paperback Nonfiction,9/30/2018,50
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,9/30/2018,438
SHOE DOG,Phil Knight,Scribner,1501135929,9.7815E+12,Paperback Nonfiction,9/30/2018,18
BLACK KLANSMAN,Ron Stallworth,Flatiron,1250299055,9.78125E+12,Paperback Nonfiction,9/30/2018,7
JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9.78081E+12,Paperback Nonfiction,9/30/2018,121
BEING MORTAL,Atul Gawande,Picador,1250076226,9.78125E+12,Paperback Nonfiction,9/30/2018,54
ALL-AMERICAN MURDER,James Patterson and Alex Abramovich with Mike Harvkey,Grand Central,1538760851,9.78154E+12,Paperback Nonfiction,9/30/2018,1
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",374533555,9.78037E+12,Paperback Nonfiction,9/30/2018,181
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",316017930,9.78032E+12,Paperback Nonfiction,9/30/2018,270
EVICTED,Matthew Desmond,Broadway,553447459,9.78055E+12,Paperback Nonfiction,9/30/2018,42
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,1400201659,9.7814E+12,Advice How-To and Miscellaneous,9/30/2018,23
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,HarperOne/HarperCollins,62457713,9.78006E+12,Advice How-To and Miscellaneous,9/30/2018,92
YOU ARE A BADASS,Jen Sincero,Running Press,762447699,9.78076E+12,Advice How-To and Miscellaneous,9/30/2018,140
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,9/30/2018,260
MAGNOLIA TABLE,Joanna Gaines with Marah Stets,Morrow,006282015X,9.78006E+12,Advice How-To and Miscellaneous,9/30/2018,21
THE PLANT PARADOX,Steven R Gundry,Harper Wave/HarperCollins,006242713X,9.78006E+12,Advice How-To and Miscellaneous,9/30/2018,29
UNFU*K YOURSELF,Gary John Bishop,HarperOne,62803832,9.78006E+12,Advice How-To and Miscellaneous,9/30/2018,3
EVERYBODY ALWAYS,Bob Goff,Thomas Nelson,718078136,9.78072E+12,Advice How-To and Miscellaneous,9/30/2018,22
MAKE YOUR BED,William H. McRaven,Grand Central,1455570249,9.78146E+12,Advice How-To and Miscellaneous,9/30/2018,60
PRINCIPLES,Ray Dalio,Simon & Schuster,1501124021,9.7815E+12,Advice How-To and Miscellaneous,9/30/2018,29
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,399246533,9.7804E+12,Picture Books,9/30/2018,3
DRAGONS LOVE TACOS,Adam Rubin.,Dial,803736800,9.7808E+12,Picture Books,9/30/2018,238
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,399255370,9.7804E+12,Picture Books,9/30/2018,245
BE KIND,Pat Zietlow Miller,Roaring Brook,1626723214,9.78163E+12,Picture Books,9/30/2018,8
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,9/30/2018,150
I AM NEIL ARMSTRONG,Brad Meltzer,Dial,735228728,9.78074E+12,Picture Books,9/30/2018,1
THE BOOK WITH NO PICTURES,B.J. Novak,Dial,803741715,9.7808E+12,Picture Books,9/30/2018,144
A DAY IN THE LIFE OF MARLON BUNDO,Marlon Bundo with Jill Twiss,Chronicle,145217380X,9.78145E+12,Picture Books,9/30/2018,24
PRESS HERE,Hervé Tullet,Handprint/Chronicle,811879542,9.78081E+12,Picture Books,9/30/2018,256
"ROSIE REVERE, ENGINEER",Andrea Beaty,Abrams,1419708457,9.78142E+12,Picture Books,9/30/2018,141
DOG MAN,Dav Pilkey,Scholastic,545935172,9.78055E+12,Series Books,9/30/2018,55
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,1442426713,9.78144E+12,Series Books,9/30/2018,9
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,9/30/2018,495
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419725459,9.78142E+12,Series Books,9/30/2018,496
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,1338271490,9.78134E+12,Series Books,9/30/2018,136
MAGISTERIUM,Holly Black and Cassandra Clare,Scholastic,545522404,9.78055E+12,Series Books,9/30/2018,3
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,786838655,9.78079E+12,Series Books,9/30/2018,485
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Graphix,1338067613,9.78134E+12,Series Books,9/30/2018,3
GIVER QUARTET,Lois Lowry,Houghton Mifflin Harcourt,544336267,9.78054E+12,Series Books,9/30/2018,152
THE BAD GUYS,Aaron Blabey,Scholastic,1338189611,9.78134E+12,Series Books,9/30/2018,20
THE HATE U GIVE,Angie Thomas,Balzer & Bray,62498533,9.78006E+12,Young Adult Hardcover,9/30/2018,81
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,1250170974,9.78125E+12,Young Adult Hardcover,9/30/2018,28
LONG WAY DOWN,Jason Reynolds,Atheneum/Caitlyn Dlouhy,1481438255,9.78148E+12,Young Adult Hardcover,9/30/2018,27
IMPOSTORS,Scott Westerfeld,Scholastic,1338151517,9.78134E+12,Young Adult Hardcover,9/30/2018,1
I AM NOT YOUR PERFECT MEXICAN DAUGHTER,Erika L. Sánchez,Knopf,1524700487,9.78152E+12,Young Adult Hardcover,9/30/2018,7
TURTLES ALL THE WAY DOWN,John Green,Dutton,525555366,9.78053E+12,Young Adult Hardcover,9/30/2018,49
THUNDERHEAD,Neal Shusterman,Simon & Schuster,1442472456,9.78144E+12,Young Adult Hardcover,9/30/2018,20
ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9.78152E+12,Young Adult Hardcover,9/30/2018,61
THE HAZEL WOOD,Melissa Albert,Flatiron,1250147905,9.78125E+12,Young Adult Hardcover,9/30/2018,33
SADIE,Courtney Summers,Wednesday,1250105714,9.78125E+12,Young Adult Hardcover,9/30/2018,1
CRAZY RICH ASIANS,Kevin Kwan,Anchor,345803787,9.78035E+12,Combined Print and E-Book Fiction,9/2/2018,10
TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",316556688,9.78032E+12,Combined Print and E-Book Fiction,9/2/2018,1
ORIGIN,Dan Brown,Doubleday,525563709,9.78053E+12,Combined Print and E-Book Fiction,9/2/2018,25
SHARP OBJECTS,Gillian Flynn,Broadway,307351483,9.78031E+12,Combined Print and E-Book Fiction,9/2/2018,12
FEARED,Lisa Scottoline,St. Martin's,1250099617,9.78125E+12,Combined Print and E-Book Fiction,9/2/2018,1
CHINA RICH GIRLFRIEND,Kevin Kwan,Anchor,804172064,9.7808E+12,Combined Print and E-Book Fiction,9/2/2018,2
TAILSPIN,Sandra Brown,Grand Central,1455572160,9.78146E+12,Combined Print and E-Book Fiction,9/2/2018,2
THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",316412694,9.78032E+12,Combined Print and E-Book Fiction,9/2/2018,11
RICH PEOPLE PROBLEMS,Kevin Kwan,Anchor,052543237X,9.78053E+12,Combined Print and E-Book Fiction,9/2/2018,1
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,735220697,9.78074E+12,Combined Print and E-Book Fiction,9/2/2018,11
THE ROOSTER BAR,John Grisham,Bantam/Dell,1101967706,9.7811E+12,Combined Print and E-Book Fiction,9/2/2018,23
THE OTHER WOMAN,Daniel Silva,HarperCollins,62834886,9.78006E+12,Combined Print and E-Book Fiction,9/2/2018,5
THE OUTSIDER,Stephen King,Scribner,1501180983,9.7815E+12,Combined Print and E-Book Fiction,9/2/2018,13
LESS,Andrew Sean Greer,Back Bay,031631613X,9.78032E+12,Combined Print and E-Book Fiction,9/2/2018,7
RICHER THAN SIN,Meghan March,Meghan March,1943796149,9.78194E+12,Combined Print and E-Book Fiction,9/2/2018,1
UNHINGED,Omarosa Manigault Newman,Gallery,198210970X,9.78198E+12,Combined Print and E-Book Nonfiction,9/2/2018,1
THE RUSSIA HOAX,Gregg Jarrett,Broadside,62872745,9.78006E+12,Combined Print and E-Book Nonfiction,9/2/2018,4
EDUCATED,Tara Westover,Random House,039959051X,9.7804E+12,Combined Print and E-Book Nonfiction,9/2/2018,26
"LIARS, LEAKERS AND LIBERALS",Jeanine Pirro,Center Street,1546083421,9.78155E+12,Combined Print and E-Book Nonfiction,9/2/2018,5
"HOUSE OF TRUMP, HOUSE OF PUTIN",Craig Unger,Dutton,152474350X,9.78152E+12,Combined Print and E-Book Nonfiction,9/2/2018,1
BLACK KLANSMAN,Ron Stallworth,Flatiron,1250299055,9.78125E+12,Combined Print and E-Book Nonfiction,9/2/2018,2
EVERYTHING TRUMP TOUCHES DIES,Rick Wilson,Free Press,1982103124,9.78198E+12,Combined Print and E-Book Nonfiction,9/2/2018,2
SAPIENS,Yuval Noah Harari,Harper,62316117,9.78006E+12,Combined Print and E-Book Nonfiction,9/2/2018,35
DOPESICK,Beth Macy,"Little, Brown",316551244,9.78032E+12,Combined Print and E-Book Nonfiction,9/2/2018,2
BAD BLOOD,John Carreyrou,Knopf,1524731668,9.78152E+12,Combined Print and E-Book Nonfiction,9/2/2018,13
THE SOUL OF AMERICA,Jon Meacham,Random House,399589813,9.7804E+12,Combined Print and E-Book Nonfiction,9/2/2018,15
THE FIGHTERS,CJ Chivers,Simon & Schuster,1451676646,9.78145E+12,Combined Print and E-Book Nonfiction,9/2/2018,1
TANGLED TREE,David Quammen,Simon & Schuster,1476776628,9.78148E+12,Combined Print and E-Book Nonfiction,9/2/2018,1
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,307742482,9.78031E+12,Combined Print and E-Book Nonfiction,9/2/2018,61
KITCHEN CONFIDENTIAL,Anthony Bourdain,Ecco,60899220,9.78006E+12,Combined Print and E-Book Nonfiction,9/2/2018,12
TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",316556661,9.78032E+12,Hardcover Fiction,9/2/2018,1
THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",316412694,9.78032E+12,Hardcover Fiction,9/2/2018,11
TAILSPIN,Sandra Brown,Grand Central,1455572160,9.78146E+12,Hardcover Fiction,9/2/2018,2
THE OUTSIDER,Stephen King,Scribner,1501180983,9.7815E+12,Hardcover Fiction,9/2/2018,13
FEARED,Lisa Scottoline,St. Martin's,1250099595,9.78125E+12,Hardcover Fiction,9/2/2018,1
THE OTHER WOMAN,Daniel Silva,Harper,62834827,9.78006E+12,Hardcover Fiction,9/2/2018,5
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,425284689,9.78043E+12,Hardcover Fiction,9/2/2018,48
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,735224293,9.78074E+12,Hardcover Fiction,9/2/2018,45
COTTAGE BY THE SEA,Debbie Macomber,Ballantine,399181253,9.7804E+12,Hardcover Fiction,9/2/2018,5
PARADOX,Catherine Coulter,Gallery,150113812X,9.7815E+12,Hardcover Fiction,9/2/2018,3
ALL WE EVER WANTED,Emily Giffin,Ballantine,399178929,9.7804E+12,Hardcover Fiction,9/2/2018,8
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,62678418,9.78006E+12,Hardcover Fiction,9/2/2018,28
WHEN LIFE GIVES YOU LULULEMONS,Lauren Weisberger,Simon & Schuster,1476778442,9.78148E+12,Hardcover Fiction,9/2/2018,11
CHERRY,Nico Walker,Knopf,525520139,9.78053E+12,Hardcover Fiction,9/2/2018,1
THE PERFECT COUPLE,Elin Hilderbrand,"Little, Brown",316375268,9.78032E+12,Hardcover Fiction,9/2/2018,9
UNHINGED,Omarosa Manigault Newman,Gallery,198210970X,9.78198E+12,Hardcover Nonfiction,9/2/2018,1
THE RUSSIA HOAX,Gregg Jarrett,Broadside,62872745,9.78006E+12,Hardcover Nonfiction,9/2/2018,4
"LIARS, LEAKERS AND LIBERALS",Jeanine Pirro,Center Street,1546083421,9.78155E+12,Hardcover Nonfiction,9/2/2018,5
EDUCATED,Tara Westover,Random House,399590501,9.7804E+12,Hardcover Nonfiction,9/2/2018,26
"HOUSE OF TRUMP, HOUSE OF PUTIN",Craig Unger,Dutton,152474350X,9.78152E+12,Hardcover Nonfiction,9/2/2018,1
EVERYTHING TRUMP TOUCHES DIES,Rick Wilson,Free Press,1982103124,9.78198E+12,Hardcover Nonfiction,9/2/2018,2
DOPESICK,Beth Macy,"Little, Brown",316551244,9.78032E+12,Hardcover Nonfiction,9/2/2018,2
DEATH OF A NATION,Dinesh D'Souza,All Points,1250163773,9.78125E+12,Hardcover Nonfiction,9/2/2018,3
THE SOUL OF AMERICA,Jon Meacham,Random House,399589813,9.7804E+12,Hardcover Nonfiction,9/2/2018,15
ASTROPHYSICS FOR PEOPLE IN A HURRY,Neil deGrasse Tyson,Norton,393609391,9.78039E+12,Hardcover Nonfiction,9/2/2018,67
INDIANAPOLIS,Lynn Vincent and Sara Vladic,Simon & Schuster,1501135945,9.7815E+12,Hardcover Nonfiction,9/2/2018,6
TANGLED TREE,David Quammen,Simon & Schuster,1476776628,9.78148E+12,Hardcover Nonfiction,9/2/2018,1
THE FIGHTERS,CJ Chivers,Simon & Schuster,1451676646,9.78145E+12,Hardcover Nonfiction,9/2/2018,1
CALYPSO,David Sedaris,"Little, Brown",316392383,9.78032E+12,Hardcover Nonfiction,9/2/2018,12
FLY GIRLS,Keith O'Brien,Eamon Dolan/Houghton Mifflin Harcourt,1328876640,9.78133E+12,Hardcover Nonfiction,9/2/2018,1
CRAZY RICH ASIANS,Kevin Kwan,Anchor,345803787,9.78035E+12,Trade Fiction Paperback,9/2/2018,17
CHINA RICH GIRLFRIEND,Kevin Kwan,Anchor,804172064,9.7808E+12,Trade Fiction Paperback,9/2/2018,4
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,735220697,9.78074E+12,Trade Fiction Paperback,9/2/2018,11
SHARP OBJECTS,Gillian Flynn,Broadway,307341550,9.78031E+12,Trade Fiction Paperback,9/2/2018,51
RICH PEOPLE PROBLEMS,Kevin Kwan,Anchor,052543237X,9.78053E+12,Trade Fiction Paperback,9/2/2018,2
LESS,Andrew Sean Greer,Back Bay,031631613X,9.78032E+12,Trade Fiction Paperback,9/2/2018,13
ORIGIN,Dan Brown,Anchor,525563695,9.78053E+12,Trade Fiction Paperback,9/2/2018,5
MILK AND HONEY,Rupi Kaur,Andrews McMeel,144947425X,9.78145E+12,Trade Fiction Paperback,9/2/2018,123
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,9/2/2018,53
THE HANDMAID'S TALE,Margaret Atwood,Anchor,038549081X,9.78039E+12,Trade Fiction Paperback,9/2/2018,77
THE SUN AND HER FLOWERS,Rupi Kaur,Andrews McMeel,1449486797,9.78145E+12,Trade Fiction Paperback,9/2/2018,46
A COLUMN OF FIRE,Ken Follett,Penguin,451477995,9.78045E+12,Trade Fiction Paperback,9/2/2018,2
Y IS FOR YESTERDAY,Sue Grafton,Putnam,525536701,9.78053E+12,Trade Fiction Paperback,9/2/2018,3
PACHINKO,Min Jin Lee,Grand Central,1455563927,9.78146E+12,Trade Fiction Paperback,9/2/2018,24
THE ROOSTER BAR,John Grisham,Bantam,1101967692,9.7811E+12,Trade Fiction Paperback,9/2/2018,9
BLACK KLANSMAN,Ron Stallworth,Flatiron,1250299055,9.78125E+12,Paperback Nonfiction,9/2/2018,3
SAPIENS,Yuval Noah Harari,Harper Perennial,62316117,9.78006E+12,Paperback Nonfiction,9/2/2018,14
KITCHEN CONFIDENTIAL,Anthony Bourdain,Ecco,60899220,9.78006E+12,Paperback Nonfiction,9/2/2018,46
KILLERS OF THE FLOWER MOON,David Grann,Vintage,307742482,9.78031E+12,Paperback Nonfiction,9/2/2018,20
JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9.78081E+12,Paperback Nonfiction,9/2/2018,117
HILLBILLY ELEGY,J.D. Vance,Harper,62300555,9.78006E+12,Paperback Nonfiction,9/2/2018,16
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,9/2/2018,434
THINGS THAT MATTER,Charles Krauthammer,Crown,038534919X,9.78039E+12,Paperback Nonfiction,9/2/2018,14
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,807047414,9.78081E+12,Paperback Nonfiction,9/2/2018,6
BEING MORTAL,Atul Gawande,Picador,1250076226,9.78125E+12,Paperback Nonfiction,9/2/2018,50
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",316017930,9.78032E+12,Paperback Nonfiction,9/2/2018,266
RED NOTICE,Bill Browder,Simon & Schuster,1476755744,9.78148E+12,Paperback Nonfiction,9/2/2018,7
QUIET,Susan Cain,Broadway,307352153,9.78031E+12,Paperback Nonfiction,9/2/2018,164
THE NEW JIM CROW,Michelle Alexander,New Press,1595586431,9.7816E+12,Paperback Nonfiction,9/2/2018,178
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Broadway,1400052181,9.7814E+12,Paperback Nonfiction,9/2/2018,213
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,1400201659,9.7814E+12,Advice How-To and Miscellaneous,9/2/2018,19
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,HarperOne/HarperCollins,62457713,9.78006E+12,Advice How-To and Miscellaneous,9/2/2018,88
YOU ARE A BADASS,Jen Sincero,Running Press,762447699,9.78076E+12,Advice How-To and Miscellaneous,9/2/2018,136
MAGNOLIA TABLE,Joanna Gaines with Marah Stets,Morrow,006282015X,9.78006E+12,Advice How-To and Miscellaneous,9/2/2018,17
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,080241270X,9.7808E+12,Advice How-To and Miscellaneous,9/2/2018,256
THE PLANT PARADOX,Steven R Gundry,Harper Wave/HarperCollins,006242713X,9.78006E+12,Advice How-To and Miscellaneous,9/2/2018,25
RUN FAST. COOK FAST. EAT SLOW,Shalane Flanagan and Elyse Kopecky,Rodale,1635651913,9.78164E+12,Advice How-To and Miscellaneous,9/2/2018,1
MAKE YOUR BED,William H. McRaven,Grand Central,1455570249,9.78146E+12,Advice How-To and Miscellaneous,9/2/2018,56
THE PLANT PARADOX COOKBOOK,Steven R Gundry,Harper Wave,62843370,9.78006E+12,Advice How-To and Miscellaneous,9/2/2018,11
EVERYBODY ALWAYS,Bob Goff,Thomas Nelson,718078136,9.78072E+12,Advice How-To and Miscellaneous,9/2/2018,18
WE DON'T EAT OUR CLASSMATES!,Ryan T. Higgins,Disney-Hyperion,1368003559,9.78137E+12,Picture Books,9/2/2018,5
DRAGONS LOVE TACOS,Adam Rubin.,Dial,803736800,9.7808E+12,Picture Books,9/2/2018,234
ALL ARE WELCOME,Alexandra Penfold and Suzanne Kaufman,Knopf,525579648,9.78053E+12,Picture Books,9/2/2018,4
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,399255370,9.7804E+12,Picture Books,9/2/2018,241
BE KIND,Pat Zietlow Miller,Roaring Brook,1626723214,9.78163E+12,Picture Books,9/2/2018,4
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,385376715,9.78039E+12,Picture Books,9/2/2018,147
"ROSIE REVERE, ENGINEER",Andrea Beaty,Abrams,1419708457,9.78142E+12,Picture Books,9/2/2018,139
A DAY IN THE LIFE OF MARLON BUNDO,Marlon Bundo with Jill Twiss,Chronicle,145217380X,9.78145E+12,Picture Books,9/2/2018,22
LLAMA LLAMA LOVES TO READ,Anna Dewdney and Reed Duncan,Viking,670013978,9.78067E+12,Picture Books,9/2/2018,14
AFTER THE FALL,Dan Santat,Roaring Brook,1626726825,9.78163E+12,Picture Books,9/2/2018,10
HARRY POTTER,J.K. Rowling,Scholastic,059035342X,9.78059E+12,Series Books,9/2/2018,491
TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,Simon & Schuster,1442426713,9.78144E+12,Series Books,9/2/2018,5
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,1419725459,9.78142E+12,Series Books,9/2/2018,492
DOG MAN,Dav Pilkey,Scholastic,545935180,9.78055E+12,Series Books,9/2/2018,51
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,545499089,9.78055E+12,Series Books,9/2/2018,132
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,786838655,9.78079E+12,Series Books,9/2/2018,481
DARKEST MINDS,Alexandra Bracken,Disney Publishing Worldwide,1368023231,9.78137E+12,Series Books,9/2/2018,6
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,Penguin Workshop,448450526,9.78045E+12,Series Books,9/2/2018,60
MIDDLE SCHOOL,James Patterson and others,"Little, Brown",031634690X,9.78032E+12,Series Books,9/2/2018,56
DORK DIARIES,Rachel Renée Russell,Simon & Schuster,1534405607,9.78153E+12,Series Books,9/2/2018,261
THE HATE U GIVE,Angie Thomas,Balzer & Bray,62498533,9.78006E+12,Young Adult Hardcover,9/2/2018,77
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,1250170974,9.78125E+12,Young Adult Hardcover,9/2/2018,24
HOCUS POCUS AND THE ALL-NEW SEQUEL,AW Jantha,Freeform,1368020038,9.78137E+12,Young Adult Hardcover,9/2/2018,6
TURTLES ALL THE WAY DOWN,John Green,Dutton,525555366,9.78053E+12,Young Adult Hardcover,9/2/2018,45
LONG WAY DOWN,Jason Reynolds,Atheneum/Caitlyn Dlouhy,1481438255,9.78148E+12,Young Adult Hardcover,9/2/2018,23
I AM NOT YOUR PERFECT MEXICAN DAUGHTER,Erika L. Sánchez,Knopf,1524700487,9.78152E+12,Young Adult Hardcover,9/2/2018,3
ONE OF US IS LYING,Karen M. McManus,Delacorte,1524714682,9.78152E+12,Young Adult Hardcover,9/2/2018,57
THE HAZEL WOOD,Melissa Albert,Flatiron,1250147905,9.78125E+12,Young Adult Hardcover,9/2/2018,29
THUNDERHEAD,Neal Shusterman,Simon & Schuster,1442472456,9.78144E+12,Young Adult Hardcover,9/2/2018,17
LEAH ON THE OFFBEAT,Becky Albertalli,Balzer + Bray,62643800,9.78006E+12,Young Adult Hardcover,9/2/2018,17
THE OTHER WOMAN,Daniel Silva,HarperCollins,62834886,9.78006E+12,Combined Print and E-Book Fiction,8/5/2018,1
THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",316412716,9.78032E+12,Combined Print and E-Book Fiction,8/5/2018,7
THE ADVENTURE ZONE: HERE THERE BE GERBLINS,Clint McElroy et al,First Second,1250153700,9.78125E+12,Combined Print and E-Book Fiction,8/5/2018,1
SHARP OBJECTS,Gillian Flynn,Broadway,307351483,9.78031E+12,Combined Print and E-Book Fiction,8/5/2018,8
COTTAGE BY THE SEA,Debbie Macomber,Ballantine,399181261,9.7804E+12,Combined Print and E-Book Fiction,8/5/2018,1
ORIGIN,Dan Brown,Doubleday,525563709,9.78053E+12,Combined Print and E-Book Fiction,8/5/2018,21
THE OUTSIDER,Stephen King,Scribner,1501181017,9.7815E+12,Combined Print and E-Book Fiction,8/5/2018,9
THE PERFECT COUPLE,Elin Hilderbrand,"Little, Brown",316375241,9.78032E+12,Combined Print and E-Book Fiction,8/5/2018,5
ALL WE EVER WANTED,Emily Giffin,Ballantine,399178937,9.7804E+12,Combined Print and E-Book Fiction,8/5/2018,4
THE ROOSTER BAR,John Grisham,Bantam/Dell,1101967706,9.7811E+12,Combined Print and E-Book Fiction,8/5/2018,19
CRAZY RICH ASIANS,Kevin Kwan,Anchor,345803787,9.78035E+12,Combined Print and E-Book Fiction,8/5/2018,6
ALL YOUR PERFECTS,Colleen Hoover,Atria,1501171607,9.7815E+12,Combined Print and E-Book Fiction,8/5/2018,1
SPYMASTER,Brad Thor,Emily Bestler/Atria,1476789436,9.78148E+12,Combined Print and E-Book Fiction,8/5/2018,3
TRIPLE HOMICIDE,James Patterson,Grand Central,1538730731,9.78154E+12,Combined Print and E-Book Fiction,8/5/2018,1
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,735220697,9.78074E+12,Combined Print and E-Book Fiction,8/5/2018,7
"LIARS, LEAKERS AND LIBERALS",Jeanine Pirro,Center Street,1546083421,9.78155E+12,Combined Print and E-Book Nonfiction,8/5/2018,1
EDUCATED,Tara Westover,Random House,039959051X,9.7804E+12,Combined Print and E-Book Nonfiction,8/5/2018,22
KITCHEN CONFIDENTIAL,Anthony Bourdain,Ecco,60899220,9.78006E+12,Combined Print and E-Book Nonfiction,8/5/2018,8
CALYPSO,David Sedaris,"Little, Brown",316392383,9.78032E+12,Combined Print and E-Book Nonfiction,8/5/2018,8
BAD BLOOD,John Carreyrou,Knopf,1524731668,9.78152E+12,Combined Print and E-Book Nonfiction,8/5/2018,9
SAPIENS,Yuval Noah Harari,Harper,62316117,9.78006E+12,Combined Print and E-Book Nonfiction,8/5/2018,31
