Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.7808E+12,Advice How-To and Miscellaneous,6/7/20,312
MAGNOLIA TABLE,Joanna Gaines with Marah Stets,Morrow,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,6/7/20,44
MAKE YOUR BED,William H. McRaven,Grand Central,Grand Central,9.78146E+12,Advice How-To and Miscellaneous,6/7/20,89
I WISH YOU MORE,Amy Krouse Rosenthal.,Chronicle,McEvoy,9.78145E+12,Picture Books,6/7/20,57
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78039E+12,Picture Books,6/7/20,235
WAITING IS NOT EASY!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78142E+12,Picture Books,6/7/20,74
BECAUSE I HAD A TEACHER,Kobi Yamada.,Compendium,Compendium Publishing,9.78194E+12,Picture Books,6/7/20,5
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78055E+12,Picture Books,6/7/20,34
HOW TO CATCH A UNICORN,Adam Wallace.,Sourcebooks Wonderland,Sourcebooks,9.78149E+12,Picture Books,6/7/20,19
DEAR GIRL,Amy Krouse Rosenthal and Paris Rosenthal.,HarperCollins,HarperCollins,9.78006E+12,Picture Books,6/7/20,42
AN ELEPHANT AND PIGGIE BIGGIE!,Mo Willems,Hyperion/Disney,Disney Publishing Worldwide,9.78148E+12,Picture Books,6/7/20,16
I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Penguin Random House,9.78152E+12,Picture Books,6/7/20,11
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.7808E+12,Picture Books,6/7/20,307
THE HUNGER GAMES,Suzanne Collins,Scholastic,Scholastic,9.78134E+12,Series Books,6/7/20,231
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78134E+12,Series Books,6/7/20,143
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78059E+12,Series Books,6/7/20,583
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78142E+12,Series Books,6/7/20,584
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78148E+12,Series Books,6/7/20,533
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78055E+12,Series Books,6/7/20,79
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78134E+12,Series Books,6/7/20,223
THE LAST KIDS ON EARTH,Max Brallier.,Viking,Penguin Random House,9.78059E+12,Series Books,6/7/20,37
DORK DIARIES,Rachel Renée Russell,Simon & Schuster,Simon & Schuster,9.78153E+12,Series Books,6/7/20,322
WINGS OF FIRE,Tui T. Sutherland,Scholastic,Scholastic,9.78055E+12,Series Books,6/7/20,87
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78152E+12,Young Adult Hardcover,6/7/20,122
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,Simon & Schuster,9.78148E+12,Young Adult Hardcover,6/7/20,12
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",Hachette Book,9.78032E+12,Young Adult Hardcover,6/7/20,9
THE BETROTHED,Kiera Cass,HarperTeen,HarperCollins,9.78006E+12,Young Adult Hardcover,6/7/20,3
CLAP WHEN YOU LAND,Elizabeth Acevedo,Quill Tree,HarperCollins,9.78006E+12,Young Adult Hardcover,6/7/20,3
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78006E+12,Young Adult Hardcover,6/7/20,169
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78153E+12,Young Adult Hardcover,6/7/20,76
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78125E+12,Young Adult Hardcover,6/7/20,25
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78053E+12,Young Adult Hardcover,6/7/20,20
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,Delacorte,Penguin Random House,9.78198E+12,Young Adult Hardcover,6/7/20,16
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,7/5/20,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,7/5/20,93
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Fiction,7/5/20,8
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78053E+12,Combined Print and E-Book Fiction,7/5/20,3
THE SUMMER HOUSE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,7/5/20,2
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,7/5/20,71
FAIR WARNING,Michael Connelly,Little Brown,,9.78032E+12,Combined Print and E-Book Fiction,7/5/20,4
AMERICAN DEMON,Kim Harrison,Ace,Penguin Random House,9.78059E+12,Combined Print and E-Book Fiction,7/5/20,1
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78053E+12,Combined Print and E-Book Fiction,7/5/20,20
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Combined Print and E-Book Fiction,7/5/20,3
DEACON KING KONG,James McBride,Riverhead,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,7/5/20,1
DEVOLUTION,Max Brooks,Del Rey,Penguin Random House,9.78198E+12,Combined Print and E-Book Fiction,7/5/20,1
IF IT BLEEDS,Stephen King,Scribner,Simon & Schuster,9.78198E+12,Combined Print and E-Book Fiction,7/5/20,9
HIDEAWAY,Nora Roberts,St. Martin's,Macmillan Publishers,9.78125E+12,Combined Print and E-Book Fiction,7/5/20,4
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78125E+12,Combined Print and E-Book Fiction,7/5/20,22
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78053E+12,Combined Print and E-Book Nonfiction,7/5/20,8
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78081E+12,Combined Print and E-Book Nonfiction,7/5/20,13
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78158E+12,Combined Print and E-Book Nonfiction,7/5/20,5
COUNTDOWN 1945,Chris Wallace with Mitch Weiss,Avid Reader,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,7/5/20,2
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78163E+12,Combined Print and E-Book Nonfiction,7/5/20,3
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78157E+12,Combined Print and E-Book Nonfiction,7/5/20,3
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,Basic,Perseus Books,9.78047E+12,Combined Print and E-Book Nonfiction,7/5/20,3
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78198E+12,Combined Print and E-Book Nonfiction,7/5/20,15
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78173E+12,Combined Print and E-Book Nonfiction,7/5/20,5
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78039E+12,Combined Print and E-Book Nonfiction,7/5/20,17
I'M STILL HERE,Austin Channing Brown,Convergent,Penguin Random House,9.78152E+12,Combined Print and E-Book Nonfiction,7/5/20,2
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78162E+12,Combined Print and E-Book Nonfiction,7/5/20,5
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78081E+12,Combined Print and E-Book Nonfiction,7/5/20,34
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,Spiegel & Grau,9.78081E+12,Combined Print and E-Book Nonfiction,7/5/20,66
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78152E+12,Combined Print and E-Book Nonfiction,7/5/20,81
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/5/20,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Hardcover Fiction,7/5/20,94
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,7/5/20,8
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78053E+12,Hardcover Fiction,7/5/20,3
THE SUMMER HOUSE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/5/20,2
IF IT BLEEDS,Stephen King,Scribner,Simon & Schuster,9.78198E+12,Hardcover Fiction,7/5/20,9
DEACON KING KONG,James McBride,Riverhead,Penguin Random House,9.78074E+12,Hardcover Fiction,7/5/20,3
FAIR WARNING,Michael Connelly,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,7/5/20,4
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,7/5/20,3
DEVOLUTION,Max Brooks,Del Rey,Penguin Random House,9.78198E+12,Hardcover Fiction,7/5/20,1
TOM CLANCY: FIRING POINT,Mike Maden,Putnam,Penguin Random House,9.78059E+12,Hardcover Fiction,7/5/20,2
DADDY'S GIRLS,Danielle Steel,Delacorte,Penguin Random House,9.7804E+12,Hardcover Fiction,7/5/20,2
HIDEAWAY,Nora Roberts,St. Martin's,Macmillan Publishers,9.78125E+12,Hardcover Fiction,7/5/20,4
WALK THE WIRE,David Baldacci,Grand Central,Grand Central,9.78154E+12,Hardcover Fiction,7/5/20,9
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78125E+12,Hardcover Fiction,7/5/20,22
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78053E+12,Hardcover Nonfiction,7/5/20,16
COUNTDOWN 1945,Chris Wallace with Mitch Weiss,Avid Reader,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,7/5/20,2
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78198E+12,Hardcover Nonfiction,7/5/20,15
I'M STILL HERE,Austin Channing Brown,Convergent,Penguin Random House,9.78152E+12,Hardcover Nonfiction,7/5/20,2
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78039E+12,Hardcover Nonfiction,7/5/20,17
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78152E+12,Hardcover Nonfiction,7/5/20,80
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,Spiegel & Grau,9.78081E+12,Hardcover Nonfiction,7/5/20,90
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78173E+12,Hardcover Nonfiction,7/5/20,5
EDUCATED,Tara Westover,Random House,Penguin Random House,9.7804E+12,Hardcover Nonfiction,7/5/20,122
THE ART OF HER DEAL,Mary Jordan,Simon & Schuster,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,7/5/20,1
THE MAMBA MENTALITY,Kobe Bryant,"Melcher/MCD/Farrar, Straus & Giroux",Macmillan Publishers,9.78037E+12,Hardcover Nonfiction,7/5/20,27
UNITED STATES OF SOCIALISM,Dinesh D'Souza,All Points,Macmillan Publishers,9.78125E+12,Hardcover Nonfiction,7/5/20,3
THE HARDEST JOB IN THE WORLD,John Dickerson,Random House,Penguin Random House,9.78198E+12,Hardcover Nonfiction,7/5/20,1
HOOD FEMINISM,Mikki Kendall,Viking,Penguin Random House,9.78053E+12,Hardcover Nonfiction,7/5/20,1
FORTITUDE,Dan Crenshaw,Twelve,Hachette Book,9.78154E+12,Hardcover Nonfiction,7/5/20,10
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78074E+12,Trade Fiction Paperback,7/5/20,59
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.7815E+12,Trade Fiction Paperback,7/5/20,49
CIRCE,Madeline Miller,Back Bay,Hachette Book,9.78032E+12,Trade Fiction Paperback,7/5/20,9
A MINUTE TO MIDNIGHT,David Baldacci,Grand Central,Grand Central,9.78154E+12,Trade Fiction Paperback,7/5/20,2
NORMAL PEOPLE,Sally Rooney,Hogarth,Penguin Random House,9.78198E+12,Trade Fiction Paperback,7/5/20,18
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78006E+12,Trade Fiction Paperback,7/5/20,61
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78006E+12,Trade Fiction Paperback,7/5/20,94
HUSH,James Patterson and Candice Fox,Grand Central,Grand Central,9.78154E+12,Trade Fiction Paperback,7/5/20,3
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78043E+12,Trade Fiction Paperback,7/5/20,57
HOMEGOING,Yaa Gyasi,Vintage,Penguin Random House,9.7811E+12,Trade Fiction Paperback,7/5/20,1
THE LAST TRAIN TO KEY WEST,Chanel Cleeton,Berkley,Penguin Random House,9.78045E+12,Trade Fiction Paperback,7/5/20,1
AMERICANAH,Chimamanda Ngozi Adichie,Anchor,Penguin Random House,9.78031E+12,Trade Fiction Paperback,7/5/20,36
THE GUARDIANS,John Grisham,Bantam,Penguin Random House,9.78059E+12,Trade Fiction Paperback,7/5/20,1
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78198E+12,Trade Fiction Paperback,7/5/20,4
THE UNDERGROUND RAILROAD,Colson Whitehead,Anchor,Penguin Random House,9.78035E+12,Trade Fiction Paperback,7/5/20,8
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78081E+12,Paperback Nonfiction,7/5/20,94
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78158E+12,Paperback Nonfiction,7/5/20,5
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,Basic,Perseus Books,9.78047E+12,Paperback Nonfiction,7/5/20,3
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78163E+12,Paperback Nonfiction,7/5/20,8
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78157E+12,Paperback Nonfiction,7/5/20,5
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78081E+12,Paperback Nonfiction,7/5/20,210
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78162E+12,Paperback Nonfiction,7/5/20,191
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.7804E+12,Paperback Nonfiction,7/5/20,71
WHITE RAGE,Carol Anderson,Bloomsbury,Bloomsbury Publishing,9.78163E+12,Paperback Nonfiction,7/5/20,4
WAKING UP WHITE,Deb Irving,Elephant Room,,9.78099E+12,Paperback Nonfiction,7/5/20,3
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78014E+12,Paperback Nonfiction,7/5/20,87
WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,Bloomsbury,Bloomsbury Publishing,9.78164E+12,Paperback Nonfiction,7/5/20,2
THE COLOR OF COMPROMISE,Jemar Tis,Zondervan Reflective,HarperCollins,9.78031E+12,Paperback Nonfiction,7/5/20,2
"WOW, NO THANK YOU",Samantha Ir,Vintage,Penguin Random House,9.78053E+12,Paperback Nonfiction,7/5/20,8
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,Penguin Random House,9.78068E+12,Paperback Nonfiction,7/5/20,26
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,7/5/20,33
"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,7/5/20,11
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78074E+12,Advice How-To and Miscellaneous,7/5/20,32
FAST. FEAST. REPEAT,Gin Stephens,St. Martin's Griffin,Macmillan Publishers,9.78125E+12,Advice How-To and Miscellaneous,7/5/20,1
RELATIONSHIP GOALS,Michael Todd,WaterBrook,WaterBrook,9.78059E+12,Advice How-To and Miscellaneous,7/5/20,8
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.7808E+12,Advice How-To and Miscellaneous,7/5/20,314
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.7816E+12,Advice How-To and Miscellaneous,7/5/20,19
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78006E+12,Advice How-To and Miscellaneous,7/5/20,184
SALT FAT ACID HEAT,Samin Nosrat.,Simon & Schuster,Simon & Schuster,9.78148E+12,Advice How-To and Miscellaneous,7/5/20,36
MEDICAL MEDIUM CLEANSE TO HEAL,Anthony William,Hay House,Hay House,9.7814E+12,Advice How-To and Miscellaneous,7/5/20,7
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,Penguin Random House,9.7804E+12,Picture Books,7/5/20,15
I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Penguin Random House,9.78152E+12,Picture Books,7/5/20,14
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78053E+12,Picture Books,7/5/20,11
I AM ENOUGH,Grace ers.,Balzer + Bray,HarperCollins,9.78006E+12,Picture Books,7/5/20,10
LAST STOP ON MARKET STREET,Matt de la Peña,Putnam,Penguin Random House,9.7804E+12,Picture Books,7/5/20,22
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,Penguin Random House,9.78059E+12,Picture Books,7/5/20,3
WAITING IS NOT EASY!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78142E+12,Picture Books,7/5/20,77
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78039E+12,Picture Books,7/5/20,239
ALL ARE WELCOME,Alexandra Penfold and Suzanne Kaufman,Knopf,Penguin Random House,9.78053E+12,Picture Books,7/5/20,14
SULWE,Lupita Nyong'o.,Simon & Schuster,Simon & Schuster,9.78153E+12,Picture Books,7/5/20,10
THE HUNGER GAMES,Suzanne Collins,Scholastic,Scholastic,9.78134E+12,Series Books,7/5/20,235
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78055E+12,Series Books,7/5/20,587
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78134E+12,Series Books,7/5/20,147
ARTEMIS FOWL,Eoin Colfer,Disney Publishing Worldwide,Disney Publishing Worldwide,9.78142E+12,Series Books,7/5/20,123
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78148E+12,Series Books,7/5/20,536
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78142E+12,Series Books,7/5/20,588
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78055E+12,Series Books,7/5/20,83
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78134E+12,Series Books,7/5/20,227
THE LAST KIDS ON EARTH,Max Brallier.,Viking,Penguin Random House,9.78059E+12,Series Books,7/5/20,40
COURT OF THORNS AND ROSES,Sarah J Maas,Bloomsbury,Bloomsbury Publishing,9.78162E+12,Series Books,7/5/20,14
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78006E+12,Young Adult Hardcover,7/5/20,173
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",Hachette Book,9.78032E+12,Young Adult Hardcover,7/5/20,13
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78152E+12,Young Adult Hardcover,7/5/20,126
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78125E+12,Young Adult Hardcover,7/5/20,117
CLAP WHEN YOU LAND,Elizabeth Acevedo,Quill Tree,HarperCollins,9.78006E+12,Young Adult Hardcover,7/5/20,7
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,Simon & Schuster,9.78148E+12,Young Adult Hardcover,7/5/20,16
CHILDREN OF VIRTUE AND VENGEANCE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78125E+12,Young Adult Hardcover,7/5/20,29
THE BETROTHED,Kiera Cass,HarperTeen,HarperCollins,9.78006E+12,Young Adult Hardcover,7/5/20,7
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78053E+12,Young Adult Hardcover,7/5/20,22
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78153E+12,Young Adult Hardcover,7/5/20,79
THE ORDER,Daniel Silva,Harper,HarperCollins,9.78006E+12,Combined Print and E-Book Fiction,8/2/20,1
PEACE TALKS,Jim Butcher,Ace,Penguin Random House,9.7804E+12,Combined Print and E-Book Fiction,8/2/20,1
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78053E+12,Combined Print and E-Book Fiction,8/2/20,7
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,8/2/20,5
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,8/2/20,97
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Combined Print and E-Book Fiction,8/2/20,7
SEX AND VANITY,Kevin Kwan,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Fiction,8/2/20,3
A WALK ALONG THE BEACH,Debbie Macomber,Ballantine,Penguin Random House,9.7804E+12,Combined Print and E-Book Fiction,8/2/20,1
THE GUARDIANS,John Grisham,Doubleday,Penguin Random House,9.78053E+12,Combined Print and E-Book Fiction,8/2/20,24
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78074E+12,Combined Print and E-Book Fiction,8/2/20,75
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Combined Print and E-Book Fiction,8/2/20,12
CAJUN JUSTICE,James Patterson and Tucker Axum III,Grand Central,Grand Central,9.78154E+12,Combined Print and E-Book Fiction,8/2/20,1
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78125E+12,Combined Print and E-Book Fiction,8/2/20,26
UTOPIA AVENUE,David Mitchell,Random House,Penguin Random House,9.78081E+12,Combined Print and E-Book Fiction,8/2/20,1
THE SUMMER HOUSE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78032E+12,Combined Print and E-Book Fiction,8/2/20,6
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,8/2/20,1
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78081E+12,Combined Print and E-Book Nonfiction,8/2/20,17
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78053E+12,Combined Print and E-Book Nonfiction,8/2/20,12
THE ROOM WHERE IT HAPPENED,John Bolton,Simon & Schuster,Simon & Schuster,9.78198E+12,Combined Print and E-Book Nonfiction,8/2/20,4
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78198E+12,Combined Print and E-Book Nonfiction,8/2/20,19
ALEXANDER HAMILTON,Ron Chernow,Penguin,Penguin Random House,9.78014E+12,Combined Print and E-Book Nonfiction,8/2/20,64
BEGIN AGAIN,Eddie S Glaude Jr,Crown,Penguin Random House,9.78053E+12,Combined Print and E-Book Nonfiction,8/2/20,3
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78158E+12,Combined Print and E-Book Nonfiction,8/2/20,9
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78163E+12,Combined Print and E-Book Nonfiction,8/2/20,7
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78039E+12,Combined Print and E-Book Nonfiction,8/2/20,21
A VERY PUNCHABLE FACE,Colin Jost,Crown,Penguin Random House,9.7811E+12,Combined Print and E-Book Nonfiction,8/2/20,1
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78162E+12,Combined Print and E-Book Nonfiction,8/2/20,7
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78173E+12,Combined Print and E-Book Nonfiction,8/2/20,9
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78081E+12,Combined Print and E-Book Nonfiction,8/2/20,38
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78157E+12,Combined Print and E-Book Nonfiction,8/2/20,7
THE ORDER,Daniel Silva,Harper,HarperCollins,9.78006E+12,Hardcover Fiction,8/2/20,1
PEACE TALKS,Jim Butcher,Ace,Penguin Random House,9.78045E+12,Hardcover Fiction,8/2/20,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78074E+12,Hardcover Fiction,8/2/20,98
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78053E+12,Hardcover Fiction,8/2/20,7
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/2/20,5
SEX AND VANITY,Kevin Kwan,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,8/2/20,3
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78006E+12,Hardcover Fiction,8/2/20,7
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78039E+12,Hardcover Fiction,8/2/20,12
UTOPIA AVENUE,David Mitchell,Random House,Penguin Random House,9.78081E+12,Hardcover Fiction,8/2/20,1
A WALK ALONG THE BEACH,Debbie Macomber,Ballantine,Penguin Random House,9.7804E+12,Hardcover Fiction,8/2/20,1
IF IT BLEEDS,Stephen King,Scribner,Simon & Schuster,9.78198E+12,Hardcover Fiction,8/2/20,13
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78125E+12,Hardcover Fiction,8/2/20,26
THE SUMMER HOUSE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78032E+12,Hardcover Fiction,8/2/20,6
MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,Penguin Random House,9.78053E+12,Hardcover Fiction,8/2/20,3
BIG SUMMER,Jennifer Weiner,Atria,Simon & Schuster,9.7815E+12,Hardcover Fiction,8/2/20,10
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,8/2/20,1
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78053E+12,Hardcover Nonfiction,8/2/20,20
THE ROOM WHERE IT HAPPENED,John Bolton,Simon & Schuster,Simon & Schuster,9.78198E+12,Hardcover Nonfiction,8/2/20,4
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78198E+12,Hardcover Nonfiction,8/2/20,19
BEGIN AGAIN,Eddie S Glaude Jr,Crown,Penguin Random House,9.78053E+12,Hardcover Nonfiction,8/2/20,3
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78173E+12,Hardcover Nonfiction,8/2/20,9
